aX,aY,aZ,gX,gY,gZ
-2.353,0.372,1.765,-98.389,-156.677,268.982
-2.533,0.486,1.806,-119.934,-76.233,290.649
-2.789,0.812,1.816,-126.831,-22.339,301.025
-2.896,0.919,1.822,-121.277,45.227,310.974
-2.926,0.953,1.839,-72.388,227.051,327.637
-2.613,0.862,1.644,-63.171,337.707,334.900
-2.436,0.857,1.369,-132.507,586.548,345.520
-2.547,1.037,0.541,-152.283,717.346,346.802
-2.894,1.079,-0.005,-111.145,939.819,338.806
-3.733,1.123,-1.331,-95.154,1021.851,332.581
-3.919,1.324,-2.074,-147.095,1134.888,311.890
-3.968,1.956,-3.260,-168.823,1168.213,293.030
-3.992,1.540,-2.498,-250.366,1081.360,208.130
-3.599,1.519,-3.390,-361.328,950.989,131.714
-2.399,0.885,-4.000,-360.474,781.860,39.307
-0.698,0.325,-4.000,-155.457,400.513,-88.257
1.124,-0.421,-3.992,-126.221,206.665,-111.267
1.135,-0.312,-3.965,-137.634,-135.986,-97.351
0.649,-0.247,-3.980,-67.688,-269.043,-73.181
0.533,-0.320,-3.832,156.433,-434.082,-41.565
0.460,-0.258,-2.580,201.721,-472.839,-42.419
0.422,-0.157,-1.922,167.603,-497.314,-58.228
0.395,-0.047,-1.028,148.071,-493.469,-66.040
0.368,-0.069,-0.774,153.564,-471.985,-86.792
0.283,-0.142,-0.383,166.931,-458.557,-100.159
0.257,-0.162,-0.218,183.166,-426.331,-128.540
0.128,-0.242,0.033,178.711,-408.630,-144.043
0.101,-0.319,0.193,146.667,-375.305,-172.485
0.178,-0.405,0.494,125.183,-358.948,-182.678
0.246,-0.412,0.605,101.013,-340.393,-188.965
0.280,-0.442,0.713,57.556,-294.617,-189.880
0.201,-0.449,0.797,45.471,-268.799,-186.401
0.109,-0.515,0.891,33.325,-215.149,-178.040
0.038,-0.559,1.068,20.142,-190.186,-173.584
0.036,-0.566,1.105,-24.475,-147.827,-161.438
0.007,-0.552,1.157,-41.260,-130.127,-153.503
-0.009,-0.509,1.184,-67.688,-101.685,-133.545
-0.060,-0.399,1.201,-80.505,-91.492,-121.582
-0.076,-0.356,1.194,-72.998,-68.054,-98.206
-0.063,-0.306,1.153,-60.791,-54.993,-87.463
-0.026,-0.294,1.138,-51.331,-29.602,-67.566
0.041,-0.262,1.135,-53.467,-17.517,-58.594
0.051,-0.242,1.143,-60.913,4.761,-42.908
0.074,-0.178,1.180,-62.988,14.221,-35.583
0.126,-0.132,1.202,-57.617,23.499,-27.283
0.191,-0.108,1.219,-36.560,40.710,-14.160
0.316,-0.115,1.210,-21.362,51.147,-9.521
0.368,-0.128,1.192,2.441,75.867,-3.845
0.430,-0.147,1.157,4.578,88.196,-2.930
0.451,-0.144,1.136,-6.226,111.267,-4.822
0.509,-0.118,1.078,-21.790,119.873,-7.385
0.534,-0.089,1.047,-49.683,140.076,-13.855
0.591,-0.033,0.991,-60.181,149.963,-17.944
0.625,-0.002,0.971,-85.266,159.363,-27.954
0.696,0.037,0.925,-90.576,162.354,-33.142
0.723,0.045,0.894,-92.407,164.551,-38.269
0.742,0.054,0.860,-97.656,166.870,-48.096
0.762,0.078,0.804,-106.445,166.504,-52.856
0.780,0.090,0.781,-130.981,162.048,-61.584
0.830,0.141,0.736,-138.367,159.241,-64.941
0.863,0.180,0.716,-148.376,150.391,-72.144
0.947,0.251,0.685,-146.362,146.118,-75.256
0.986,0.266,0.677,-125.671,138.184,-76.721
1.019,0.259,0.651,-115.295,132.874,-76.538
1.016,0.251,0.641,-108.032,121.216,-76.660
1.009,0.244,0.639,-111.084,115.112,-76.782
1.009,0.248,0.634,-116.272,108.704,-76.782
1.008,0.267,0.617,-123.596,94.849,-75.928
1.001,0.321,0.569,-122.375,88.013,-74.707
1.000,0.327,0.557,-107.910,75.378,-70.801
1.011,0.292,0.548,-97.168,69.214,-68.604
1.016,0.268,0.533,-78.003,57.312,-65.186
1.008,0.219,0.489,-72.021,51.941,-64.026
0.994,0.190,0.473,-65.979,42.480,-62.744
0.957,0.132,0.460,-64.392,38.086,-62.683
0.940,0.109,0.461,-61.951,29.358,-63.477
0.915,0.068,0.466,-59.692,25.146,-63.843
0.914,0.042,0.484,-55.054,21.179,-64.026
0.913,0.013,0.498,-40.222,13.855,-63.599
0.903,-0.046,0.506,-34.119,11.047,-62.927
0.898,-0.067,0.506,-26.733,7.507,-60.181
0.881,-0.114,0.502,-21.362,6.714,-58.289
0.886,-0.144,0.513,-8.850,6.592,-53.528
0.877,-0.193,0.528,-9.399,7.141,-50.537
0.877,-0.216,0.530,-21.301,9.216,-43.213
0.868,-0.252,0.528,-24.170,10.925,-39.490
0.866,-0.261,0.532,-23.743,12.878,-35.767
0.854,-0.265,0.539,-23.437,17.273,-27.832
0.844,-0.262,0.537,-25.024,19.470,-23.437
0.835,-0.259,0.533,-23.743,23.376,-14.404
0.832,-0.242,0.521,-20.264,25.208,-10.010
0.836,-0.228,0.511,-12.756,28.320,-1.160
0.835,-0.220,0.481,-9.521,29.419,2.869
0.834,-0.221,0.463,-3.052,30.945,9.399
0.857,-0.213,0.433,0.000,31.433,11.780
0.873,-0.206,0.413,4.883,32.043,15.320
0.897,-0.199,0.376,7.751,32.227,16.602
0.898,-0.200,0.362,10.437,32.227,17.578
0.894,-0.201,0.346,8.911,31.006,18.066
0.893,-0.190,0.302,3.845,30.029,17.578
0.903,-0.178,0.286,-5.371,27.405,15.747
0.911,-0.164,0.278,-7.446,25.696,14.648
0.911,-0.160,0.276,-10.620,21.606,12.146
0.947,-0.133,0.252,-11.292,19.531,11.047
0.968,-0.124,0.238,-7.568,15.869,9.216
0.967,-0.141,0.236,-5.249,14.221,8.301
0.959,-0.148,0.236,-6.409,10.742,5.798
0.990,-0.124,0.229,-8.850,8.911,4.639
1.013,-0.115,0.229,-10.132,7.324,3.723
1.022,-0.119,0.229,-7.019,4.639,2.563
1.017,-0.127,0.221,-5.005,3.479,1.831
1.018,-0.124,0.219,-4.089,1.587,0.122
1.015,-0.124,0.230,-5.371,0.671,-0.793
1.007,-0.125,0.233,-10.986,-1.648,-2.563
0.996,-0.115,0.230,-13.794,-2.991,-3.418

-1.869,0.569,0.976,-80.994,-353.332,259.155
-2.275,0.642,1.093,-93.140,-333.862,313.232
-3.302,0.845,1.370,-95.703,-315.125,340.820
-3.726,0.958,1.644,-77.332,-252.808,395.691
-3.956,1.180,2.412,-47.302,-203.979,423.035
-3.860,1.153,2.760,43.640,-47.791,476.196
-3.755,0.710,3.416,63.293,66.589,499.695
-3.817,0.554,3.634,-18.738,377.563,535.767
-4.000,0.680,3.036,-88.501,562.439,542.847
-4.000,0.861,2.207,-139.465,749.084,538.269
-4.000,1.071,1.126,-144.775,1066.406,501.404
-3.996,1.704,-1.440,-109.009,1178.040,483.276
-3.998,2.168,-2.915,-16.602,1305.420,480.713
-4.000,2.783,-4.000,18.372,1307.434,490.478
-4.000,2.727,-4.000,-62.317,1149.231,454.651
-3.963,2.775,-3.963,-127.380,1007.935,384.277
-3.390,2.656,-3.973,-174.194,686.462,185.486
-0.458,2.143,-4.000,-221.436,529.785,81.665
0.558,1.890,-4.000,-307.678,379.761,-16.846
0.741,1.469,-4.000,-419.495,75.928,-160.950
0.364,1.239,-3.999,-377.258,-71.777,-188.354
-0.024,0.931,-4.000,-142.700,-299.988,-169.067
-0.235,0.250,-3.738,-11.414,-365.234,-150.085
-0.031,0.032,-3.275,114.380,-411.804,-141.663
0.380,-0.079,-2.296,114.624,-409.424,-143.433
0.442,-0.074,-1.962,39.490,-401.367,-140.686
0.300,-0.107,-1.442,-2.625,-397.888,-136.719
0.226,-0.132,-1.200,-43.335,-380.432,-130.493
0.364,-0.097,-0.665,-52.185,-369.141,-129.150
0.448,-0.079,-0.414,-63.721,-351.318,-125.854
0.389,-0.093,-0.078,-63.354,-344.604,-124.573
0.314,-0.108,0.012,-51.636,-329.346,-124.939
0.190,-0.165,0.189,-46.265,-319.092,-126.160
0.169,-0.177,0.300,-58.411,-294.617,-128.052
0.202,-0.170,0.499,-62.195,-279.175,-126.038
0.235,-0.158,0.585,-64.941,-249.878,-118.286
0.329,-0.112,0.765,-61.279,-234.253,-115.234
0.341,-0.104,0.852,-44.006,-199.341,-108.582
0.293,-0.161,1.011,-39.612,-181.274,-105.225
0.291,-0.177,1.062,-43.335,-163.574,-102.417
0.366,-0.118,1.101,-84.473,-130.737,-95.398
0.385,-0.055,1.110,-108.215,-112.488,-92.163
0.385,0.009,1.135,-129.761,-78.369,-85.571
0.378,0.083,1.182,-127.319,-63.232,-82.642
0.380,0.096,1.181,-119.080,-36.011,-78.613
0.415,0.128,1.150,-117.798,-22.888,-77.393
0.447,0.156,1.129,-119.690,2.075,-75.317
0.482,0.216,1.090,-120.056,13.611,-74.402
0.485,0.242,1.074,-116.394,34.241,-73.669
0.503,0.275,1.035,-112.976,43.640,-73.792
0.525,0.280,1.017,-106.934,61.584,-75.073
0.568,0.274,0.993,-108.276,69.702,-76.050
0.600,0.279,0.986,-113.403,77.209,-77.209
0.630,0.288,0.977,-129.028,89.111,-80.017
0.665,0.314,0.926,-132.935,94.727,-81.482
0.673,0.328,0.904,-132.141,105.347,-84.045
0.680,0.332,0.856,-132.141,109.009,-85.083
0.682,0.335,0.829,-135.376,111.572,-87.585
0.695,0.354,0.787,-138.733,110.535,-88.867
0.703,0.352,0.765,-142.944,108.459,-91.187
0.723,0.330,0.713,-144.470,108.398,-92.224
0.743,0.323,0.689,-147.522,108.582,-93.262
0.795,0.320,0.650,-156.372,108.093,-94.666
0.817,0.327,0.634,-159.119,106.567,-94.910
0.838,0.329,0.631,-148.865,102.539,-93.628
0.880,0.297,0.626,-136.719,99.670,-92.041
0.887,0.273,0.590,-108.765,93.018,-87.646
0.856,0.191,0.543,-99.731,90.149,-85.083
0.844,0.150,0.552,-101.318,83.740,-80.261
0.821,0.097,0.569,-107.483,79.041,-78.308
0.816,0.074,0.566,-112.244,66.772,-74.951
0.830,0.040,0.553,-106.384,59.875,-73.425
0.850,0.018,0.547,-79.651,46.936,-69.641
0.909,-0.057,0.545,-64.453,41.077,-67.261
0.932,-0.105,0.543,-54.138,35.583,-64.392
0.945,-0.143,0.537,-59.631,25.574,-56.519
0.956,-0.161,0.513,-71.594,20.935,-51.575
0.962,-0.152,0.509,-84.961,12.207,-40.649
0.990,-0.115,0.512,-78.552,8.118,-34.851
1.005,-0.106,0.511,-42.358,0.549,-22.827
1.018,-0.128,0.500,-21.851,-2.747,-16.846
1.011,-0.146,0.488,-0.610,-8.057,-6.042
0.997,-0.163,0.459,-1.099,-10.254,-1.282
0.988,-0.161,0.452,-9.216,-14.282,6.653
0.972,-0.144,0.455,-13.000,-16.174,9.766
0.970,-0.131,0.462,-16.357,-18.005,12.451
0.969,-0.111,0.472,-18.799,-22.095,16.479
0.962,-0.106,0.470,-15.747,-24.231,17.761
0.953,-0.104,0.472,-4.028,-28.015,18.738
0.937,-0.108,0.481,1.770,-29.785,18.433
0.929,-0.115,0.481,8.118,-32.471,16.296
0.907,-0.126,0.485,7.996,-33.386,14.526
0.901,-0.129,0.491,3.235,-34.058,9.949
0.891,-0.119,0.497,-1.404,-33.936,7.385
0.881,-0.104,0.504,-12.085,-32.898,2.441
0.876,-0.070,0.529,-14.221,-32.104,0.366
0.877,-0.061,0.537,-10.193,-29.846,-3.418
0.863,-0.057,0.554,-6.653,-28.259,-5.310
0.855,-0.060,0.562,-3.723,-26.306,-7.263
0.842,-0.072,0.580,-0.244,-21.423,-11.353
0.838,-0.075,0.586,-0.854,-18.616,-13.184
0.837,-0.076,0.593,-7.996,-12.390,-16.357
0.837,-0.072,0.605,-12.329,-9.033,-17.578
0.839,-0.068,0.608,-17.822,-1.953,-19.287
0.840,-0.062,0.615,-18.555,1.587,-19.897
0.839,-0.060,0.618,-15.442,8.301,-20.630
0.837,-0.069,0.619,-12.634,11.414,-20.874
0.838,-0.079,0.614,-8.728,17.273,-21.423
0.838,-0.096,0.592,-8.118,20.020,-21.729
0.837,-0.102,0.583,-8.911,25.146,-22.156
0.841,-0.116,0.569,-9.949,27.344,-22.278
0.847,-0.120,0.561,-10.315,29.297,-22.339
0.853,-0.123,0.551,-6.958,32.227,-22.217
0.858,-0.134,0.529,-4.211,33.447,-22.034
0.858,-0.143,0.521,-0.549,35.217,-21.606
0.863,-0.155,0.511,0.000,35.767,-21.362
0.874,-0.156,0.506,1.465,36.194,-20.935
0.902,-0.161,0.491,3.845,36.316,-20.569
0.916,-0.171,0.479,12.085,36.682,-19.592

-1.502,0.086,1.310,-39.856,-358.826,214.539
-1.646,0.157,1.315,-83.557,-338.440,234.131
-1.966,0.347,1.364,-112.000,-323.547,245.972
-2.117,0.464,1.427,-173.462,-287.842,274.902
-2.429,0.708,1.453,-195.679,-266.663,291.504
-2.624,0.797,1.437,-217.529,-211.243,325.928
-3.242,0.976,1.405,-227.661,-174.744,342.285
-3.600,1.087,1.486,-236.023,-130.676,357.971
-3.892,1.215,1.667,-227.722,-22.461,384.155
-4.000,1.350,2.046,-196.350,48.645,392.151
-3.819,1.317,2.132,-91.614,256.165,404.541
-3.510,1.134,2.358,-68.665,403.564,411.011
-3.730,1.176,2.253,-128.052,752.136,415.894
-4.000,1.516,1.082,-127.014,927.368,415.649
-4.000,1.618,0.071,-43.091,1214.233,431.702
-3.992,1.841,-2.169,-15.320,1312.439,449.402
-3.993,2.245,-3.315,-8.667,1427.673,486.694
-4.000,2.703,-4.000,-5.981,1436.523,498.718
-4.000,2.344,-4.000,-64.941,1396.911,484.253
-4.000,2.250,-4.000,-381.165,1189.514,295.349
-3.832,1.568,-3.981,-475.586,1037.598,134.949
-2.934,0.899,-3.998,-638.123,685.120,-172.974
-0.306,-0.043,-4.000,-776.367,500.061,-286.621
0.027,-0.368,-4.000,-893.005,137.512,-380.005
-0.577,-0.800,-4.000,-754.394,-24.597,-352.783
-0.893,-1.082,-4.000,-183.716,-263.855,-216.431
-1.246,-1.905,-3.854,76.660,-338.562,-149.170
-1.217,-2.187,-3.653,248.535,-418.762,-63.904
-0.867,-2.106,-3.134,176.392,-432.617,-37.903
-0.791,-1.789,-2.818,-50.903,-431.091,7.996
-0.812,-1.083,-2.136,-110.413,-421.082,28.748
-0.761,-0.842,-1.787,-35.156,-390.259,48.523
-0.492,-0.657,-1.199,28.015,-382.812,44.556
-0.343,-0.651,-0.969,106.750,-372.314,18.677
-0.150,-0.665,-0.653,114.929,-365.234,2.563
-0.152,-0.625,-0.557,97.595,-358.032,-12.268
-0.203,-0.503,-0.374,12.756,-342.834,-32.104
-0.208,-0.445,-0.282,-36.316,-336.182,-36.621
-0.191,-0.389,-0.174,-89.355,-316.528,-37.354
-0.035,-0.275,0.097,-98.389,-305.298,-35.767
0.044,-0.250,0.194,-109.009,-289.612,-32.532
0.097,-0.255,0.296,-107.056,-283.142,-32.104
0.105,-0.272,0.332,-90.027,-262.146,-36.133
0.153,-0.320,0.427,-90.210,-245.789,-40.771
0.155,-0.328,0.482,-123.596,-214.722,-47.546
0.150,-0.257,0.613,-154.785,-200.989,-49.927
0.162,-0.199,0.649,-197.144,-174.744,-53.406
0.204,-0.119,0.693,-196.472,-161.133,-53.955
0.233,-0.097,0.747,-185.425,-130.188,-54.199
0.297,-0.086,0.880,-193.970,-113.037,-53.711
0.331,-0.045,0.934,-242.126,-77.209,-50.720
0.401,0.130,1.002,-263.855,-59.265,-48.889
0.394,0.201,1.025,-273.315,-41.504,-47.241
0.367,0.253,1.063,-262.573,-8.606,-46.326
0.364,0.266,1.066,-254.517,6.165,-47.424
0.366,0.290,1.049,-277.527,31.250,-51.697
0.417,0.453,0.873,-313.049,41.260,-52.856
0.468,0.561,0.755,-359.253,56.763,-52.673
0.402,0.622,0.694,-348.267,61.279,-54.687
0.391,0.675,0.718,-276.611,65.063,-62.256
0.516,0.677,0.707,-226.990,64.453,-66.284
0.561,0.646,0.670,-99.731,63.538,-75.256
0.629,0.585,0.600,-36.560,65.002,-79.651
0.683,0.537,0.610,9.827,67.017,-83.008
0.759,0.484,0.613,21.118,72.327,-86.365
0.891,0.413,0.587,-14.709,75.012,-86.792
0.910,0.414,0.607,-106.812,77.026,-89.783
0.911,0.465,0.619,-134.949,75.562,-92.896
0.946,0.490,0.614,-123.962,70.862,-99.915
1.068,0.459,0.672,-94.238,69.214,-103.088
1.091,0.409,0.682,-53.040,67.688,-106.201
1.062,0.255,0.598,-55.725,67.444,-106.140
1.053,0.187,0.550,-86.426,67.566,-105.591
1.083,0.118,0.541,-99.731,67.932,-104.980
1.093,0.104,0.550,-108.337,67.383,-103.516
1.072,0.083,0.557,-112.549,61.646,-96.741
0.924,0.069,0.559,-109.497,55.664,-91.858
0.925,0.045,0.512,-71.228,45.349,-79.773
0.927,-0.012,0.477,-38.208,41.748,-73.059
0.931,-0.060,0.478,27.771,35.828,-59.814
1.014,-0.165,0.481,49.805,33.447,-53.711
1.036,-0.187,0.489,57.129,29.785,-41.748
1.039,-0.234,0.539,43.152,28.381,-35.583
1.036,-0.239,0.547,21.423,26.917,-29.358
1.011,-0.230,0.541,-30.273,23.926,-17.883
1.007,-0.220,0.541,-48.401,22.339,-12.939
1.008,-0.205,0.540,-46.875,21.973,-5.188
1.021,-0.199,0.550,-35.461,23.560,-2.014
1.015,-0.210,0.551,-21.667,25.940,4.517
0.998,-0.229,0.566,-20.264,27.039,7.874
1.013,-0.242,0.532,-23.254,30.701,13.855
1.012,-0.213,0.488,-25.330,33.447,16.479
0.986,-0.193,0.495,-30.457,37.292,21.851
0.953,-0.179,0.489,-31.372,37.598,24.231
0.954,-0.171,0.475,-29.480,37.170,26.062
0.946,-0.149,0.446,-19.958,34.790,28.503
0.941,-0.147,0.430,-14.404,33.203,29.297
0.937,-0.152,0.408,-9.644,30.029,29.968
0.942,-0.126,0.375,-11.475,28.809,29.846
0.952,-0.103,0.361,-11.536,26.611,28.259
0.968,-0.075,0.342,-4.944,25.391,26.550
0.968,-0.058,0.344,15.137,21.545,21.912
0.961,-0.021,0.316,22.888,18.982,19.470
0.962,-0.016,0.285,27.222,14.282,14.771
0.981,-0.027,0.237,23.376,12.756,12.268
0.984,-0.032,0.223,15.137,11.719,9.338
0.976,-0.029,0.222,-13.184,10.071,2.747
0.981,0.014,0.245,-28.564,8.972,-0.549
0.998,0.040,0.250,-42.053,6.409,-6.042
1.015,0.071,0.250,-36.865,5.432,-8.179
1.013,0.073,0.251,-15.625,4.456,-11.169
0.995,0.049,0.242,-7.324,4.395,-12.146
0.987,0.034,0.235,-0.916,4.639,-13.916
0.970,0.004,0.234,-1.526,4.700,-14.954
0.960,-0.006,0.234,-4.456,4.395,-16.113
0.948,-0.014,0.229,-15.137,2.930,-18.250
0.962,-0.009,0.236,-19.653,1.831,-19.104
0.977,-0.007,0.245,-22.278,-1.221,-20.325
0.974,-0.019,0.245,-21.301,-2.930,-20.691

-2.011,0.679,1.030,-94.849,-302.673,270.264
-2.330,0.805,1.064,-80.139,-277.466,316.406
-3.032,0.996,1.215,-58.655,-259.216,339.661
-3.341,1.107,1.397,-8.606,-209.778,384.888
-3.500,1.303,1.901,11.597,-174.683,406.494
-3.430,1.295,2.165,40.833,-65.063,442.993
-3.372,0.963,2.790,43.396,17.639,454.285
-3.415,0.736,3.057,-10.437,247.620,455.933
-3.708,0.499,2.914,-68.237,393.005,443.848
-3.923,0.500,2.463,-140.808,550.964,420.715
-4.000,0.599,1.812,-245.361,854.248,340.454
-4.000,0.850,0.102,-244.507,977.051,292.175
-3.996,1.066,-0.984,-171.570,1149.353,223.816
-3.997,1.886,-3.692,-108.093,1204.529,218.811
-4.000,2.019,-4.000,-5.432,1206.970,255.371
-3.998,1.477,-4.000,-104.553,1129.028,251.526
-3.655,1.315,-3.969,-458.069,844.543,96.313
-0.845,0.719,-3.988,-508.423,657.227,-15.930
0.504,0.418,-4.000,-312.134,237.061,-150.879
1.040,0.061,-4.000,-199.036,35.950,-155.762
0.671,-0.029,-4.000,-123.291,-141.357,-132.751
-0.044,-0.357,-3.956,33.203,-396.728,-66.101
-0.235,-0.550,-3.627,103.455,-471.619,-46.692
-0.248,-0.639,-2.882,112.976,-534.607,-34.790
0.026,-0.544,-1.294,74.646,-538.696,-30.945
0.167,-0.449,-0.804,55.725,-524.719,-20.203
0.287,-0.336,-0.259,91.003,-508.972,-16.846
0.267,-0.392,-0.101,158.875,-467.285,-23.499
0.314,-0.468,0.267,160.278,-442.444,-31.921
0.376,-0.434,0.517,101.135,-385.864,-46.082
0.352,-0.354,0.826,69.092,-356.934,-50.049
0.296,-0.346,0.901,56.335,-297.913,-59.021
0.281,-0.357,1.042,58.899,-267.761,-65.369
0.281,-0.353,1.068,23.804,-208.984,-75.745
0.231,-0.312,1.064,-3.845,-181.213,-78.003
0.202,-0.272,1.060,-34.241,-128.296,-80.444
0.165,-0.218,1.052,-33.508,-107.300,-79.956
0.154,-0.215,1.049,-30.090,-90.820,-78.247
0.167,-0.199,1.028,-44.067,-63.843,-75.134
0.167,-0.181,1.026,-59.204,-51.819,-73.730
0.161,-0.141,1.035,-80.872,-30.762,-67.078
0.138,-0.052,1.078,-91.492,-23.315,-66.528
0.142,-0.018,1.122,-96.802,-9.644,-64.880
0.217,0.026,1.179,-91.125,-1.709,-63.049
0.272,0.040,1.203,-85.510,19.409,-58.289
0.374,0.112,1.285,-91.187,32.166,-55.603
0.421,0.163,1.316,-94.482,59.692,-50.049
0.517,0.241,1.319,-84.595,73.547,-47.668
0.573,0.261,1.280,-68.298,100.220,-44.128
0.688,0.316,1.122,-72.021,111.877,-43.091
0.730,0.331,1.026,-71.838,126.160,-42.480
0.764,0.325,0.934,-78.796,153.748,-44.800
0.826,0.328,0.740,-102.661,159.302,-49.316
0.870,0.342,0.652,-149.292,165.100,-63.904
0.969,0.403,0.514,-167.847,164.429,-73.669
1.002,0.427,0.467,-186.218,154.236,-89.966
0.992,0.487,0.385,-189.148,145.081,-96.375
1.067,0.492,0.359,-185.608,124.634,-108.887
1.060,0.469,0.275,-175.171,114.075,-114.197
1.082,0.427,0.272,-161.133,103.699,-118.835
1.071,0.388,0.287,-142.639,83.069,-125.488
1.061,0.372,0.315,-144.104,73.303,-127.808
1.082,0.345,0.371,-167.236,55.054,-130.249
1.109,0.320,0.437,-174.744,46.509,-130.737
1.090,0.334,0.428,-142.334,32.043,-131.897
1.012,0.332,0.402,-108.398,27.161,-132.446
0.987,0.326,0.377,-62.805,23.132,-131.104
0.928,0.413,0.365,-55.725,24.170,-128.113
0.939,0.395,0.449,-23.743,29.175,-117.432
1.106,0.116,0.551,4.456,32.043,-111.755
1.048,-0.040,0.618,20.691,34.790,-106.812
0.949,-0.192,0.669,-54.504,36.438,-100.159
0.918,-0.150,0.602,-127.380,34.546,-97.839
0.887,-0.060,0.582,-197.327,28.259,-94.360
0.835,0.104,0.589,-175.903,24.536,-91.797
0.814,0.110,0.577,-98.938,16.907,-80.994
0.768,-0.029,0.513,-77.454,13.306,-74.097
0.769,-0.084,0.503,-75.134,5.615,-62.439
0.809,-0.105,0.540,-73.914,1.160,-57.800
0.835,-0.104,0.557,-42.114,-7.263,-48.828
0.893,-0.154,0.565,-19.653,-10.315,-43.640
0.901,-0.191,0.579,4.150,-13.672,-31.189
0.863,-0.189,0.616,8.423,-14.709,-24.109
0.847,-0.178,0.612,13.550,-15.198,-16.296
0.856,-0.204,0.604,15.503,-11.292,1.770
0.871,-0.322,0.608,8.789,-6.348,11.047
0.872,-0.351,0.622,-12.024,7.263,26.794
0.884,-0.338,0.631,-23.315,14.771,33.020
0.885,-0.312,0.616,-31.372,28.992,42.480
0.870,-0.254,0.567,-24.414,34.424,45.410
0.847,-0.230,0.524,-6.531,39.368,48.340
0.841,-0.199,0.395,-5.920,39.490,48.767
0.839,-0.192,0.381,-9.521,36.987,46.936
0.842,-0.166,0.391,-2.686,34.424,44.434
0.860,-0.130,0.385,9.705,31.128,41.443
0.887,-0.089,0.359,36.499,23.621,36.316
0.909,-0.078,0.330,47.485,19.775,34.424
0.908,-0.097,0.316,52.612,11.963,30.090
0.914,-0.098,0.285,43.396,8.606,27.405
0.928,-0.088,0.275,18.433,4.028,21.301
0.954,-0.056,0.258,8.850,2.869,18.066
0.971,-0.055,0.259,-4.028,2.441,11.597
0.983,-0.071,0.281,-8.972,2.502,8.179
0.989,-0.078,0.297,-14.893,2.380,4.639
1.000,-0.080,0.305,-32.654,1.526,-2.258
1.027,-0.057,0.283,-40.649,1.038,-5.493
1.049,-0.035,0.268,-42.480,1.160,-10.498
1.065,-0.005,0.266,-35.217,1.221,-12.207
1.046,-0.007,0.263,-16.174,-0.305,-15.137
0.991,-0.069,0.242,-7.446,-2.197,-17.212
0.966,-0.123,0.226,3.723,-6.409,-23.682
1.006,-0.159,0.225,-3.418,-7.996,-27.283
1.034,-0.148,0.238,-43.396,-9.521,-30.945
1.040,-0.091,0.288,-58.838,-9.888,-30.823
1.047,-0.059,0.317,-54.138,-10.986,-28.992
1.005,-0.050,0.350,-34.729,-11.780,-27.893
0.972,-0.084,0.347,-11.963,-12.390,-26.733
1.018,-0.151,0.354,10.315,-12.329,-24.902
1.026,-0.164,0.339,7.629,-11.536,-24.231

-1.385,0.403,1.179,-75.989,-227.844,253.662
-1.611,0.485,1.216,-98.633,-213.562,303.101
-2.239,0.650,1.324,-101.440,-199.829,329.468
-2.618,0.751,1.404,-108.887,-157.654,384.094
-3.382,1.043,1.701,-109.375,-127.563,412.292
-3.693,1.161,1.965,-67.871,-40.588,467.163
-4.000,1.323,2.582,-36.560,19.958,491.089
-4.000,1.287,2.820,-4.761,102.173,512.024
-3.997,1.095,3.053,3.418,342.163,539.673
-3.996,1.058,2.851,-43.396,496.399,541.260
-3.998,1.172,2.301,-159.973,837.646,507.629
-4.000,1.480,0.329,-178.772,998.657,473.999
-4.000,1.599,-1.016,-164.124,1253.662,398.743
-4.000,2.183,-3.739,-148.804,1345.703,368.713
-4.000,2.429,-4.000,-95.703,1430.603,331.543
-4.000,1.926,-4.000,-151.184,1394.287,300.781
-4.000,1.512,-3.970,-539.978,1168.579,106.323
-3.626,0.706,-3.989,-721.497,996.094,-50.537
-2.474,0.280,-4.000,-798.218,790.832,-201.599
-0.192,-0.260,-4.000,-645.264,334.290,-355.957
-0.145,-0.589,-4.000,-472.351,120.422,-344.727
-0.577,-0.932,-3.999,-74.219,-208.923,-233.093
-1.464,-1.448,-4.000,102.051,-318.848,-177.185
-1.565,-1.578,-4.000,283.386,-444.580,-110.779
-1.193,-1.482,-3.667,272.644,-470.398,-92.529
-0.961,-1.297,-3.208,124.023,-480.347,-57.800
-0.708,-0.876,-2.326,53.162,-472.595,-43.884
-0.696,-0.691,-1.962,3.906,-454.040,-27.405
-0.571,-0.422,-1.335,3.784,-452.026,-28.137
-0.393,-0.336,-1.046,48.218,-442.627,-47.241
-0.236,-0.293,-0.588,74.585,-432.434,-62.805
-0.251,-0.303,-0.415,78.796,-410.950,-97.473
-0.229,-0.309,-0.153,55.237,-400.330,-112.854
-0.215,-0.298,-0.017,0.671,-374.573,-135.864
-0.074,-0.266,0.274,-20.264,-361.694,-144.043
-0.008,-0.238,0.352,-44.434,-334.839,-154.602
0.041,-0.219,0.475,-51.636,-318.481,-157.349
0.044,-0.219,0.546,-67.932,-279.724,-159.424
0.042,-0.242,0.757,-80.078,-259.399,-159.241
0.057,-0.251,0.838,-96.741,-238.464,-159.180
0.150,-0.230,0.948,-126.953,-196.838,-157.715
0.182,-0.201,0.970,-132.690,-178.772,-154.663
0.192,-0.181,1.015,-144.592,-142.151,-147.156
0.199,-0.163,1.101,-156.677,-124.695,-142.517
0.213,-0.121,1.114,-182.129,-96.863,-131.226
0.272,-0.016,1.170,-180.237,-80.627,-126.770
