aX,aY,aZ,gX,gY,gZ
0.087,-0.196,0.705,-45.959,-230.225,-110.901
0.096,-0.220,0.722,-105.103,-215.332,-102.356
0.168,-0.136,0.744,-143.799,-207.031,-99.365
0.207,-0.068,0.765,-187.378,-187.805,-89.294
0.258,0.031,0.824,-190.735,-178.223,-83.313
0.305,0.045,0.812,-184.937,-159.851,-71.472
0.372,0.115,0.803,-185.120,-152.832,-62.134
0.390,0.126,0.778,-192.200,-141.602,-48.157
0.463,0.257,0.871,-186.707,-135.010,-41.992
0.514,0.339,0.935,-150.513,-122.864,-28.992
0.575,0.337,0.990,-115.845,-114.807,-24.841
0.581,0.297,1.027,-54.504,-91.553,-24.780
0.560,0.226,1.093,-52.063,-78.857,-27.588
0.538,0.228,1.109,-65.735,-65.369,-31.250
0.521,0.249,1.111,-102.661,-35.706,-39.673
0.488,0.306,1.096,-116.577,-20.813,-44.189
0.466,0.334,1.083,-130.249,7.080,-52.856
0.427,0.381,1.048,-130.737,19.165,-56.519
0.415,0.403,1.034,-124.207,38.269,-61.157
0.416,0.423,1.018,-118.408,45.593,-62.134
0.428,0.413,1.006,-104.248,56.824,-63.110
0.461,0.392,0.977,-97.961,61.035,-63.660
0.471,0.375,0.962,-93.689,65.979,-65.063
0.493,0.342,0.926,-94.116,66.895,-66.040
0.506,0.343,0.914,-95.093,66.956,-67.017
0.520,0.339,0.891,-103.821,65.063,-69.031
0.556,0.330,0.835,-110.474,63.354,-70.129
0.581,0.341,0.820,-115.906,57.861,-72.449
0.644,0.353,0.803,-113.159,53.894,-72.754
0.685,0.351,0.797,-98.938,45.349,-71.228
0.766,0.359,0.783,-88.989,41.565,-69.336
0.794,0.358,0.770,-64.636,36.072,-63.965
0.839,0.308,0.749,-49.927,34.302,-61.096
0.857,0.274,0.742,-29.114,30.334,-56.458
0.886,0.213,0.729,-26.550,29.053,-54.687
0.893,0.191,0.722,-30.090,28.015,-53.162
0.891,0.183,0.710,-47.058,25.574,-50.598
0.875,0.187,0.693,-53.345,24.109,-49.500
0.873,0.187,0.683,-50.964,21.118,-47.180
0.869,0.172,0.659,-44.250,19.775,-45.959
0.864,0.159,0.652,-31.494,17.212,-42.969
0.862,0.131,0.646,-27.832,15.930,-41.382
0.867,0.116,0.643,-22.827,13.123,-38.208
0.873,0.093,0.637,-20.569,11.841,-36.621
0.873,0.081,0.634,-17.151,9.888,-33.386
0.880,0.056,0.628,-15.381,9.155,-31.799
0.890,0.047,0.626,-8.789,8.362,-28.687
0.900,0.018,0.621,-6.104,7.812,-27.161
0.902,0.002,0.618,-5.249,7.141,-25.696
0.903,-0.008,0.614,-8.057,6.287,-22.400
0.905,-0.013,0.606,-11.169,6.165,-20.325
0.905,-0.014,0.598,-15.930,5.676,-15.320
0.900,-0.012,0.578,-15.503,5.066,-12.695
0.896,-0.010,0.577,-9.277,3.296,-7.690
0.885,-0.018,0.567,-5.310,2.075,-5.310
0.879,-0.022,0.555,1.709,-0.305,-0.549
0.869,-0.029,0.535,4.089,-1.343,1.770
0.867,-0.024,0.533,4.456,-2.502,6.165
0.862,-0.017,0.523,2.869,-2.991,8.362
0.858,-0.015,0.517,1.648,-3.540,10.559
0.855,-0.012,0.508,3.418,-4.700,13.794
0.858,-0.006,0.497,5.310,-5.188,14.893
0.859,-0.001,0.499,6.470,-6.348,16.174
0.865,0.009,0.496,5.432,-7.324,16.357
0.867,0.017,0.495,3.479,-8.728,16.052
0.872,0.036,0.500,3.113,-9.094,15.625
0.875,0.049,0.499,3.357,-9.338,14.526
0.879,0.057,0.492,4.028,-9.216,13.916
0.881,0.058,0.488,4.456,-9.155,13.123
0.881,0.061,0.485,1.587,-9.033,11.169
0.882,0.080,0.482,-1.587,-9.094,10.010
0.881,0.087,0.479,-7.019,-9.521,7.629
0.869,0.094,0.480,-8.057,-10.010,6.409
0.862,0.097,0.487,-8.362,-11.230,3.723
0.850,0.105,0.505,-8.789,-11.719,2.502
0.845,0.110,0.511,-10.498,-12.756,0.488
0.825,0.115,0.524,-10.254,-13.245,-0.488
0.817,0.117,0.536,-8.728,-13.733,-1.343
0.812,0.116,0.547,-4.578,-14.771,-2.808
0.809,0.109,0.559,-3.967,-15.320,-3.540

-1.551,0.231,1.316,-32.288,-286.011,182.190
-1.697,0.289,1.436,-34.485,-270.325,211.487
-2.127,0.364,1.743,-26.245,-257.812,227.478
-2.406,0.399,1.959,-8.423,-222.351,261.475
-2.871,0.560,2.437,-6.714,-197.937,281.189
-3.012,0.643,2.702,-7.568,-127.563,329.163
-3.355,0.805,3.264,1.160,-79.041,355.896
-3.592,0.876,3.579,37.537,49.622,410.278
-3.996,0.911,4.000,52.673,131.470,436.401
-4.000,0.880,4.000,57.861,226.379,459.961
-4.000,0.871,3.963,26.733,454.346,492.676
-3.994,0.987,3.227,4.395,583.008,498.474
-3.996,1.031,2.560,-29.663,845.215,485.901
-4.000,1.121,0.546,-55.542,966.370,466.492
-4.000,1.309,-0.847,-96.558,1158.203,407.837
-4.000,1.815,-3.489,-59.326,1213.623,382.141
-4.000,1.901,-4.000,99.426,1179.321,372.986
-4.000,1.664,-4.000,114.990,1087.585,385.132
-4.000,1.347,-3.987,15.076,966.186,378.601
-3.955,1.260,-3.972,-463.074,724.914,239.990
-2.172,1.795,-4.000,-637.268,612.366,128.113
-0.764,2.045,-4.000,-370.605,355.469,-17.822
0.352,1.727,-4.000,-3.235,211.060,-17.395
0.220,1.289,-4.000,527.832,-65.796,40.649
-0.152,0.370,-4.000,530.273,-181.519,44.861
-0.264,0.389,-4.000,149.536,-340.027,-11.536
-0.181,1.385,-3.745,-34.119,-385.010,-47.668
-0.151,1.720,-3.336,-13.672,-430.176,-112.549
-0.260,1.327,-2.498,91.797,-435.181,-150.330
-0.326,0.984,-2.149,138.245,-430.847,-187.439
-0.340,0.704,-1.569,7.324,-411.011,-241.089
-0.356,0.672,-1.276,-77.148,-403.442,-259.583
-0.384,0.626,-1.004,-106.323,-390.503,-278.076
-0.448,0.372,-0.543,-66.223,-380.676,-278.381
-0.507,0.236,-0.370,-55.664,-377.747,-288.452
-0.624,0.083,-0.059,-89.233,-373.657,-297.058
-0.644,0.042,0.087,-157.776,-353.027,-288.818
-0.607,0.004,0.411,-179.260,-339.783,-273.987
-0.555,0.040,0.589,-197.327,-307.922,-235.840
-0.446,0.134,0.936,-195.496,-290.710,-214.172
-0.363,0.162,1.108,-167.358,-255.981,-170.105
-0.200,0.162,1.323,-142.578,-236.999,-150.391
-0.131,0.142,1.389,-93.567,-195.740,-118.591
-0.029,0.090,1.496,-78.064,-175.171,-106.750
0.014,0.075,1.501,-69.946,-138.062,-88.745
0.077,0.077,1.479,-69.336,-123.718,-80.261
0.105,0.099,1.490,-69.153,-110.962,-72.510
0.126,0.126,1.515,-58.777,-89.294,-53.711
0.184,0.138,1.579,-40.588,-77.576,-42.297
0.213,0.129,1.630,-13.611,-53.589,-31.921
0.224,0.067,1.651,-19.409,-45.776,-29.785
0.225,0.058,1.643,-38.635,-29.907,-29.114
0.241,0.031,1.572,-41.809,-19.897,-30.884
0.270,0.016,1.531,-41.260,1.099,-37.292
0.345,-0.022,1.463,-43.518,10.437,-40.710
0.379,-0.044,1.421,-46.082,18.738,-43.762
0.460,-0.052,1.348,-49.683,31.921,-48.645
0.496,-0.052,1.307,-49.255,37.842,-49.744
0.524,-0.059,1.264,-42.603,50.415,-49.866
0.565,-0.046,1.163,-41.077,55.176,-49.255
0.577,-0.047,1.119,-41.077,63.354,-47.424
0.579,-0.059,1.017,-42.297,67.444,-46.509
0.578,-0.060,0.963,-50.171,72.327,-45.349
0.565,-0.044,0.872,-51.880,74.829,-44.800
0.554,-0.027,0.838,-48.401,79.590,-43.457
0.548,-0.009,0.785,-42.664,80.627,-42.908
0.551,-0.012,0.773,-24.475,78.796,-42.542
0.563,-0.044,0.750,-15.320,76.843,-42.847
0.575,-0.064,0.736,-8.545,75.256,-43.335
0.590,-0.085,0.729,-8.301,73.120,-44.617
0.631,-0.117,0.719,-14.099,72.388,-45.227
0.650,-0.130,0.707,-30.029,71.899,-46.448
0.687,-0.138,0.692,-37.964,71.716,-47.119
0.706,-0.132,0.688,-48.340,70.251,-48.523
0.753,-0.123,0.689,-49.561,68.726,-49.194
0.776,-0.128,0.684,-45.288,64.026,-50.781
0.807,-0.154,0.656,-42.053,61.646,-51.392
0.819,-0.169,0.643,-41.443,57.251,-52.368
0.830,-0.189,0.620,-45.227,54.749,-52.856
0.832,-0.188,0.606,-55.542,48.706,-53.894
0.846,-0.175,0.580,-59.021,45.349,-54.077
0.851,-0.172,0.570,-60.608,41.687,-53.894
0.853,-0.169,0.563,-59.448,33.264,-52.612
0.862,-0.162,0.551,-56.580,28.625,-51.331
0.870,-0.161,0.546,-45.410,19.531,-47.485
0.876,-0.182,0.541,-39.185,15.503,-45.227
0.873,-0.190,0.537,-30.457,8.179,-40.833
0.870,-0.196,0.538,-27.649,4.761,-38.696
0.871,-0.200,0.543,-23.437,-1.221,-33.997
0.881,-0.211,0.550,-21.179,-4.028,-31.372
0.881,-0.221,0.553,-16.174,-8.179,-25.757
0.870,-0.245,0.556,-13.733,-9.277,-22.949
0.860,-0.251,0.558,-11.292,-9.644,-20.325
0.832,-0.251,0.562,-8.606,-10.254,-15.808
0.817,-0.248,0.564,-8.789,-11.169,-13.916
0.804,-0.248,0.568,-7.812,-13.916,-10.620
0.791,-0.254,0.572,-5.798,-15.259,-9.155
0.790,-0.260,0.570,-0.732,-17.822,-6.409
0.797,-0.281,0.583,1.465,-18.677,-5.249
0.801,-0.282,0.598,1.587,-19.836,-3.296
0.798,-0.271,0.623,-0.061,-20.325,-2.380
0.793,-0.270,0.631,-1.953,-20.508,-1.099
0.784,-0.265,0.658,-0.488,-19.958,-0.732
0.778,-0.265,0.676,5.432,-18.127,-0.488
0.759,-0.277,0.688,8.362,-16.968,-0.549
0.744,-0.282,0.688,10.681,-14.404,-0.671
0.717,-0.279,0.690,9.949,-13.428,-0.610
0.715,-0.273,0.693,8.728,-12.817,-0.244
0.715,-0.247,0.707,10.193,-13.306,1.770
0.714,-0.238,0.705,15.137,-14.282,3.418
0.704,-0.243,0.695,35.278,-16.357,7.568
0.672,-0.254,0.678,47.424,-17.029,9.644
0.653,-0.265,0.664,64.758,-16.541,14.099
0.680,-0.301,0.700,70.313,-15.503,16.235
0.684,-0.318,0.709,76.294,-14.160,19.470
0.678,-0.333,0.712,75.562,-13.489,20.691
0.685,-0.341,0.727,72.632,-10.254,22.400
0.685,-0.356,0.767,71.350,-7.568,23.010
0.684,-0.352,0.766,67.871,-4.150,23.682

-1.332,0.537,1.057,-94.116,-290.466,254.028
-1.549,0.620,1.146,-74.158,-289.001,289.734
-1.984,0.689,1.321,-53.650,-284.851,304.932
-2.235,0.698,1.406,-53.650,-265.381,330.200
-2.878,0.752,1.632,-83.984,-246.460,342.041
-3.238,0.813,1.803,-153.015,-180.359,364.319
-3.792,1.083,2.228,-167.419,-129.761,374.023
-3.912,1.209,2.448,-146.362,17.761,390.076
-4.000,1.222,2.797,-123.413,119.019,395.447
-4.000,1.137,2.874,-117.187,377.686,392.212
-3.999,1.035,2.368,-149.414,531.982,378.418
-3.998,1.134,1.768,-187.805,696.899,355.530
-3.999,1.229,0.983,-192.627,1021.912,290.405
-4.000,1.547,-1.147,-144.470,1163.391,263.367
-4.000,1.860,-2.381,-4.272,1377.197,272.400
-4.000,2.449,-4.000,63.965,1440.307,311.401
-4.000,2.112,-4.000,-18.311,1403.198,351.196
-4.000,1.252,-3.979,-287.598,1282.043,273.560
-3.697,0.914,-3.965,-747.681,855.469,-69.458
-0.553,0.074,-4.000,-696.045,582.397,-211.243
0.880,-0.353,-4.000,-526.062,308.472,-275.757
0.970,-0.920,-4.000,-252.991,-144.226,-236.450
0.322,-0.946,-3.999,-147.644,-308.105,-189.636
-0.262,-1.065,-4.000,87.769,-514.282,-116.394
-0.599,-1.517,-3.778,128.296,-564.819,-93.262
-0.429,-1.535,-3.172,23.865,-597.717,-40.955
-0.068,-1.223,-1.758,-1.343,-592.041,-7.141
-0.037,-1.041,-1.280,56.335,-554.749,38.147
-0.227,-0.679,-0.574,84.351,-541.016,48.523
-0.272,-0.547,-0.237,197.266,-510.071,44.861
-0.383,-0.577,0.256,264.099,-496.338,24.658
-0.472,-0.682,0.415,286.316,-458.374,-41.443
-0.488,-0.801,0.738,213.440,-429.932,-73.914
-0.420,-0.671,0.913,-12.573,-366.394,-107.910
-0.295,-0.333,1.171,-90.088,-336.304,-108.765
-0.217,-0.224,1.229,-71.777,-280.334,-100.647
-0.164,-0.253,1.296,-15.869,-250.549,-97.961
-0.187,-0.367,1.325,39.429,-184.875,-96.619
-0.281,-0.552,1.257,19.226,-154.602,-97.351
-0.295,-0.528,1.207,-23.682,-127.502,-98.694
-0.290,-0.438,1.183,-100.525,-88.806,-95.398
-0.319,-0.308,1.173,-105.591,-77.087,-89.355
-0.336,-0.286,1.187,-81.848,-59.204,-75.684
-0.322,-0.268,1.192,-63.965,-48.767,-67.383
-0.299,-0.266,1.212,-40.283,-26.794,-49.377
-0.267,-0.232,1.267,-42.358,-18.921,-40.833
-0.230,-0.203,1.282,-50.110,-6.348,-23.071
-0.126,-0.150,1.282,-45.532,0.244,-14.709
-0.071,-0.141,1.274,-27.039,14.038,-2.319
0.034,-0.125,1.263,-19.592,21.667,1.465
0.096,-0.117,1.256,-6.470,38.269,4.517
0.224,-0.132,1.230,-1.526,46.265,4.028
0.295,-0.152,1.216,-0.061,63.843,-0.061
0.451,-0.159,1.169,-4.822,73.120,-3.113
0.513,-0.147,1.137,-10.437,82.703,-6.409
0.552,-0.140,1.106,-19.348,104.309,-12.451
0.596,-0.125,1.056,-27.344,114.014,-15.259
0.611,-0.115,1.027,-50.232,129.028,-21.423
0.648,-0.099,0.952,-59.021,135.010,-25.024
0.666,-0.092,0.911,-63.354,144.226,-33.752
0.678,-0.096,0.837,-63.293,147.766,-38.696
0.671,-0.110,0.804,-64.941,154.663,-49.072
0.663,-0.132,0.748,-69.946,156.738,-55.115
0.673,-0.121,0.719,-82.214,155.823,-68.542
0.720,-0.095,0.644,-81.421,155.212,-74.707
0.727,-0.098,0.606,-76.294,155.640,-79.773
0.710,-0.125,0.559,-67.993,160.339,-85.632
0.712,-0.127,0.531,-71.289,162.292,-87.769
0.729,-0.115,0.502,-80.139,164.673,-91.431
0.765,-0.120,0.484,-81.970,164.795,-92.773
0.782,-0.122,0.490,-78.857,162.415,-94.177
0.848,-0.119,0.431,-74.463,160.583,-93.872
0.874,-0.140,0.404,-73.120,156.982,-90.820
0.885,-0.177,0.390,-80.261,154.114,-88.623
0.897,-0.187,0.378,-94.482,144.775,-83.862
0.942,-0.177,0.335,-95.093,138.733,-80.933
0.968,-0.177,0.312,-90.088,125.671,-72.693
1.018,-0.185,0.276,-85.266,119.019,-67.749
1.043,-0.193,0.269,-77.271,112.427,-62.622
1.070,-0.198,0.271,-61.707,98.938,-52.307
1.068,-0.207,0.276,-58.838,91.919,-47.302
1.059,-0.209,0.279,-55.481,77.393,-37.720
1.047,-0.215,0.272,-52.979,70.313,-33.020
1.049,-0.225,0.276,-51.575,57.312,-23.682
1.046,-0.248,0.285,-53.833,51.575,-19.470
1.044,-0.247,0.282,-62.439,41.748,-12.451
1.048,-0.235,0.272,-65.735,37.659,-9.583
1.049,-0.228,0.278,-63.354,29.907,-5.249
1.051,-0.224,0.291,-58.655,26.001,-3.662
1.047,-0.220,0.292,-47.485,18.494,-1.160
1.038,-0.216,0.286,-42.419,15.198,0.061
1.034,-0.221,0.286,-38.086,12.207,1.343
1.014,-0.236,0.278,-32.288,7.080,2.991
1.006,-0.242,0.266,-31.311,4.944,3.296
0.999,-0.241,0.252,-33.630,1.709,2.991
0.994,-0.234,0.245,-35.950,0.549,2.686
1.000,-0.228,0.241,-37.720,-1.770,1.526
1.008,-0.222,0.226,-36.255,-2.686,0.977
1.007,-0.226,0.222,-32.532,-4.211,-0.244
1.006,-0.230,0.199,-31.738,-4.761,-0.916
1.008,-0.228,0.191,-28.870,-5.310,-2.563
1.011,-0.221,0.186,-25.330,-5.310,-3.662
1.016,-0.220,0.181,-15.747,-5.005,-6.165
1.008,-0.235,0.179,-11.902,-4.761,-7.446
0.997,-0.239,0.180,-10.559,-4.456,-8.789
0.992,-0.238,0.180,-14.893,-3.906,-11.353
0.992,-0.234,0.176,-17.517,-3.479,-12.329
0.988,-0.229,0.169,-18.005,-2.136,-13.733
0.984,-0.224,0.166,-17.029,-1.160,-14.221
0.993,-0.224,0.176,-16.479,0.488,-15.137
1.014,-0.226,0.194,-16.907,0.854,-15.625
1.016,-0.229,0.200,-21.545,0.977,-17.212
1.023,-0.232,0.202,-26.917,0.610,-18.372
1.025,-0.233,0.208,-40.405,-0.916,-21.362
1.050,-0.251,0.233,-45.959,-2.563,-23.193
1.072,-0.258,0.245,-51.147,-8.118,-27.893
1.125,-0.288,0.250,-51.086,-11.658,-30.579
1.140,-0.302,0.257,-49.683,-15.747,-33.447
1.139,-0.317,0.253,-44.983,-25.513,-38.391

-1.772,0.121,1.429,-96.313,-265.747,249.268
-2.307,0.178,1.563,-90.210,-251.282,268.005
-3.726,0.137,2.092,-84.961,-235.352,272.461
-4.000,0.172,2.593,-86.487,-159.119,274.536
-4.000,0.469,3.698,-61.707,-81.299,277.283
-3.888,0.461,4.000,112.671,183.838,304.138
-3.594,-0.418,4.000,124.512,367.065,334.839
-3.779,-0.503,3.888,31.555,569.275,371.887
-3.984,-0.041,3.187,-133.301,969.299,430.420
-4.000,1.433,-0.719,-95.764,1128.662,453.857
-4.000,2.208,-3.019,101.013,1263.367,518.127
-3.994,2.601,-4.000,141.357,1192.627,542.114
-3.967,2.817,-4.000,-159.607,837.585,454.040
-1.904,2.854,-3.934,-334.900,607.422,316.406
0.084,2.616,-3.970,-220.581,151.001,45.898
1.300,2.104,-4.000,-61.401,-42.908,-34.241
0.652,2.073,-3.997,20.752,-203.369,-81.482
0.184,1.740,-2.715,84.351,-418.823,-112.244
0.568,1.078,-1.631,147.583,-472.290,-114.929
0.808,0.410,-0.802,127.991,-481.873,-127.747
0.626,-0.232,0.372,43.274,-454.956,-133.850
0.645,-0.211,0.762,4.883,-379.700,-136.780
0.829,-0.269,0.905,61.951,-334.717,-135.376
0.807,-0.400,0.939,109.375,-233.520,-125.000
0.517,-0.617,1.090,82.642,-187.378,-116.699
0.396,-0.635,1.089,24.597,-120.483,-103.088
0.284,-0.463,1.083,3.052,-96.802,-97.900
0.247,-0.406,1.063,12.817,-58.105,-86.121
0.256,-0.407,0.998,34.790,-43.823,-80.200
0.310,-0.432,0.972,47.485,-32.715,-75.867
0.370,-0.432,0.936,17.456,-20.508,-70.313
0.387,-0.424,0.923,2.136,-14.099,-67.078
0.410,-0.415,0.920,-5.676,2.930,-60.303
0.487,-0.383,0.913,-11.719,10.864,-57.129
0.537,-0.366,0.910,-32.776,24.231,-51.147
0.631,-0.320,0.912,-40.100,30.884,-48.218
0.683,-0.309,0.909,-44.067,43.030,-44.556
0.778,-0.308,0.870,-54.382,45.532,-44.189
0.828,-0.299,0.843,-63.965,62.744,-40.833
0.910,-0.236,0.806,-62.927,76.660,-38.147
0.928,-0.193,0.803,-73.608,95.581,-34.241
0.930,-0.124,0.791,-80.261,100.220,-33.081
0.924,-0.106,0.779,-76.965,105.835,-31.311
0.930,-0.088,0.757,-68.481,112.122,-30.273
0.984,-0.099,0.706,-73.975,111.084,-32.654
1.021,-0.100,0.673,-92.163,110.718,-41.321
1.063,-0.103,0.611,-96.191,114.624,-45.227
1.056,-0.099,0.584,-100.647,125.549,-51.086
1.063,-0.045,0.557,-106.628,129.395,-54.199
1.084,0.002,0.560,-120.544,132.263,-59.204
1.164,0.063,0.540,-122.681,131.958,-60.730
1.197,0.067,0.510,-103.638,129.822,-60.852
1.227,0.038,0.474,-87.463,128.174,-60.608
1.237,0.012,0.468,-74.768,125.793,-61.035
1.255,-0.001,0.450,-71.838,118.835,-62.927
1.311,-0.003,0.388,-78.735,114.868,-64.148
1.337,-0.001,0.338,-91.125,107.361,-67.078
1.346,-0.013,0.297,-95.276,103.455,-69.092
1.341,-0.029,0.307,-106.384,92.224,-72.937
1.341,-0.039,0.302,-112.000,84.656,-74.158
1.338,-0.033,0.285,-104.004,67.749,-72.632
1.313,-0.048,0.237,-88.379,59.814,-71.350
1.290,-0.072,0.210,-59.692,46.570,-68.420
1.206,-0.121,0.203,-55.542,40.710,-66.406
1.161,-0.141,0.210,-57.434,34.668,-64.453
1.125,-0.145,0.214,-64.636,22.522,-60.852
1.099,-0.129,0.207,-63.538,16.907,-58.472
1.098,-0.134,0.206,-49.683,8.362,-52.856
1.092,-0.173,0.205,-42.358,5.310,-50.110
1.081,-0.192,0.209,-39.001,0.427,-45.166
1.059,-0.212,0.225,-41.565,-1.953,-43.518
1.044,-0.210,0.229,-43.518,-6.348,-40.710
1.025,-0.207,0.225,-39.917,-8.179,-38.574
1.023,-0.213,0.226,-27.954,-10.376,-33.325
1.020,-0.239,0.228,-23.682,-10.742,-30.762
1.017,-0.250,0.234,-21.973,-10.803,-25.818
1.006,-0.259,0.239,-21.118,-10.742,-23.621
0.992,-0.265,0.239,-15.015,-10.559,-20.325
0.938,-0.280,0.241,-12.390,-10.437,-18.677
0.911,-0.280,0.240,-11.414,-10.193,-16.846
0.892,-0.278,0.235,-13.550,-9.155,-12.756
0.868,-0.269,0.229,-15.259,-8.484,-10.620
0.857,-0.262,0.241,-16.479,-7.568,-6.165
0.845,-0.255,0.261,-13.611,-7.629,-4.028
0.845,-0.260,0.268,0.183,-8.057,-0.427
0.834,-0.282,0.275,7.446,-7.874,0.916
0.824,-0.300,0.283,14.160,-6.226,2.930
0.809,-0.321,0.289,12.024,-4.761,3.662
0.802,-0.316,0.283,-2.808,-1.160,5.066
0.781,-0.304,0.301,-11.597,0.549,5.737
0.775,-0.296,0.318,-17.700,1.587,6.287
0.795,-0.269,0.326,-16.785,2.502,7.263
0.810,-0.266,0.318,-11.108,2.930,8.057
0.820,-0.271,0.311,-2.197,4.883,10.010
0.833,-0.279,0.299,-2.808,6.348,10.681
0.835,-0.279,0.294,-13.184,9.033,10.742
0.840,-0.261,0.288,-20.142,9.888,10.071
0.846,-0.243,0.287,-29.541,10.559,7.996
0.868,-0.208,0.282,-29.968,10.437,7.141
0.884,-0.199,0.272,-23.621,9.888,6.287
0.904,-0.201,0.256,-19.897,9.521,6.042
0.905,-0.207,0.251,-18.127,8.850,5.615
0.904,-0.211,0.250,-20.874,6.714,4.028
0.909,-0.196,0.246,-22.583,5.432,3.052
0.919,-0.185,0.239,-22.034,3.113,1.709
0.939,-0.176,0.235,-19.592,2.258,1.465
0.945,-0.182,0.237,-11.963,1.038,0.732
0.955,-0.202,0.240,-9.277,0.488,0.122
0.963,-0.209,0.237,-8.728,-0.427,-1.526
0.975,-0.206,0.222,-9.583,-0.671,-2.380
0.980,-0.204,0.216,-10.620,-0.610,-3.479
0.986,-0.202,0.207,-10.498,-0.488,-3.845
0.991,-0.206,0.199,-8.911,0.000,-4.822
1.003,-0.221,0.189,-7.751,0.122,-5.676
1.010,-0.227,0.186,-6.409,0.244,-6.653
1.022,-0.231,0.177,-2.441,0.061,-8.728
1.048,-0.247,0.148,0.183,0.061,-9.705
1.049,-0.260,0.140,4.822,0.366,-11.963
1.031,-0.285,0.137,5.371,0.549,-13.428

-1.098,-0.076,1.634,-61.768,-342.834,181.824
-1.255,0.014,1.781,-145.813,-321.411,201.416
-1.562,0.265,2.225,-159.851,-306.946,213.684
-1.686,0.372,2.390,-117.981,-265.503,239.441
-2.064,0.512,2.627,-90.820,-231.140,253.174
-2.508,0.618,2.858,-90.637,-122.070,286.438
-3.776,0.996,3.534,-92.651,-44.373,305.481
-4.000,1.135,3.818,-63.293,54.138,325.256
-4.000,1.123,3.965,46.265,331.787,374.145
-3.990,0.916,3.642,57.922,510.620,405.762
-3.983,0.812,2.919,20.325,893.860,471.191
-4.000,0.984,0.139,-2.808,1064.209,495.728
-4.000,1.419,-1.799,-1.831,1325.073,528.015
-4.000,2.728,-4.000,68.542,1408.508,554.749
-4.000,2.671,-4.000,49.988,1300.964,570.129
-3.877,2.958,-3.959,-126.099,1097.534,508.606
-2.835,3.019,-3.950,-209.473,832.031,398.621
-0.644,2.904,-3.983,152.222,252.319,189.758
1.689,2.632,-4.000,316.284,-5.066,116.150
1.044,2.544,-4.000,243.225,-385.254,-26.978
-0.398,2.183,-3.838,192.078,-503.052,-101.257
-0.522,1.836,-3.298,138.611,-600.464,-238.037
-0.117,1.298,-1.527,73.547,-598.083,-287.537
0.072,1.045,-0.825,-4.211,-549.133,-338.867
0.308,0.557,-0.048,15.808,-514.648,-351.624
0.335,0.303,0.139,92.529,-434.875,-368.957
0.254,-0.149,0.344,103.882,-391.296,-372.498
0.209,-0.323,0.419,83.374,-347.351,-371.277
0.155,-0.471,0.486,-25.574,-278.137,-357.361
0.004,-0.567,0.692,-70.740,-256.409,-342.407
-0.012,-0.536,0.793,-63.538,-227.051,-300.476
-0.136,-0.671,0.905,-34.851,-215.637,-279.846
-0.230,-0.768,0.986,-36.987,-189.270,-243.896
-0.273,-0.716,1.046,-72.388,-175.415,-224.060
-0.258,-0.620,1.050,-111.633,-152.649,-179.626
-0.242,-0.500,1.140,-106.323,-144.470,-158.081
-0.224,-0.430,1.175,-98.450,-134.460,-119.629
-0.194,-0.257,1.235,-98.022,-132.568,-102.356
-0.171,-0.173,1.289,-73.792,-123.962,-71.472
-0.101,-0.071,1.366,-51.025,-115.601,-57.556
-0.078,-0.047,1.390,-8.301,-94.666,-35.828
-0.058,-0.062,1.440,5.005,-83.435,-28.381
-0.040,-0.094,1.438,16.357,-58.105,-17.578
0.014,-0.109,1.435,12.146,-43.213,-15.198
0.025,-0.093,1.463,3.845,-27.222,-14.465
0.033,-0.069,1.492,-4.822,4.578,-16.846
0.036,-0.067,1.512,-1.221,20.081,-19.409
0.032,-0.092,1.488,1.587,52.307,-28.748
0.059,-0.114,1.406,4.456,68.298,-29.480
0.068,-0.113,1.378,2.747,97.107,-31.067
0.050,-0.141,1.289,-2.869,110.046,-33.264
0.043,-0.142,1.242,-7.202,133.545,-33.813
0.048,-0.114,1.169,-7.263,144.287,-32.654
0.059,-0.104,1.141,-7.324,162.964,-29.114
0.132,-0.094,1.104,-4.761,170.898,-26.917
0.185,-0.106,1.089,-0.183,178.101,-24.536
0.269,-0.174,1.051,11.719,190.124,-19.531
0.311,-0.216,1.034,14.832,195.068,-17.456
0.364,-0.233,1.006,9.949,203.308,-13.672
0.461,-0.230,0.919,4.333,206.604,-11.963
0.489,-0.230,0.888,-3.662,209.778,-10.742
0.559,-0.216,0.798,-6.165,208.130,-11.169
0.607,-0.206,0.733,-10.986,200.928,-13.184
0.694,-0.201,0.617,-8.850,198.120,-14.160
0.725,-0.214,0.578,-5.005,195.557,-15.381
0.788,-0.250,0.493,-1.526,190.186,-18.555
0.826,-0.248,0.426,-8.606,185.730,-20.935
0.857,-0.246,0.353,-31.067,175.232,-26.306
0.872,-0.250,0.297,-41.870,168.884,-29.053
0.870,-0.239,0.282,-54.687,151.855,-34.729
0.900,-0.213,0.197,-52.368,142.273,-37.354
0.923,-0.223,0.161,-36.133,124.756,-40.527
0.966,-0.271,0.096,-32.654,117.126,-41.260
0.967,-0.297,0.083,-51.514,102.295,-42.542
0.962,-0.292,0.104,-66.589,94.421,-43.274
0.980,-0.267,0.125,-75.867,86.121,-43.884
1.018,-0.255,0.159,-66.345,70.374,-43.579
1.016,-0.272,0.178,-54.443,63.660,-42.664
1.003,-0.299,0.207,-42.542,52.673,-40.588
0.983,-0.320,0.255,-44.556,47.791,-39.490
