aX,aY,aZ,gX,gY,gZ
-1.416,0.006,-2.466,19.104,170.715,-88.440
-1.466,0.060,-2.418,-6.958,147.278,-85.693
-1.381,-0.107,-2.336,-15.747,127.197,-90.881
-1.243,-0.207,-2.299,-18.860,93.506,-90.698
-1.047,-0.307,-2.252,5.005,74.463,-80.261
-0.941,-0.299,-2.222,15.686,53.833,-70.618
-0.851,-0.253,-2.098,-2.930,18.066,-57.373
-0.844,-0.207,-2.026,-14.282,3.418,-51.086
-0.839,-0.147,-1.960,-10.315,-23.132,-38.574
-0.831,-0.049,-1.851,3.113,-35.278,-32.593
-0.808,-0.031,-1.798,32.959,-56.824,-24.170
-0.719,-0.040,-1.724,43.945,-66.162,-22.034
-0.697,-0.055,-1.693,45.105,-81.848,-20.996
-0.688,-0.058,-1.652,32.349,-88.013,-22.278
-0.705,-0.036,-1.622,-12.268,-98.877,-27.344
-0.816,0.073,-1.547,-33.020,-104.858,-30.396
-0.871,0.136,-1.515,-43.945,-120.056,-36.377
-0.972,0.214,-1.475,-35.217,-128.784,-39.063
-1.017,0.232,-1.458,-17.700,-145.752,-44.006
-1.071,0.264,-1.417,-15.747,-153.320,-46.265
-1.085,0.285,-1.404,-18.433,-166.321,-50.476
-1.094,0.315,-1.390,-18.127,-171.692,-52.368
-1.098,0.319,-1.384,-15.137,-180.115,-55.481
-1.087,0.309,-1.340,-16.174,-183.411,-56.641
-1.058,0.305,-1.309,-26.917,-188.416,-57.129
-0.979,0.286,-1.251,-35.156,-189.880,-56.580
-0.947,0.273,-1.208,-52.979,-190.369,-54.260
-0.837,0.255,-1.123,-60.547,-189.392,-52.856
-0.760,0.251,-1.087,-65.369,-187.256,-51.270
-0.628,0.225,-1.032,-72.266,-179.565,-46.631
-0.563,0.214,-1.007,-80.139,-174.011,-43.335
-0.495,0.203,-0.976,-109.192,-160.889,-34.546
-0.381,0.184,-0.926,-124.207,-154.358,-29.358
-0.337,0.178,-0.907,-146.545,-142.212,-17.700
-0.246,0.178,-0.889,-157.654,-136.108,-10.925
-0.170,0.185,-0.879,-186.035,-122.864,5.371
-0.040,0.212,-0.839,-202.881,-115.845,14.954
-0.004,0.225,-0.817,-231.995,-100.952,35.461
0.104,0.261,-0.800,-239.258,-93.018,45.715
0.165,0.271,-0.799,-239.746,-76.050,65.979
0.238,0.270,-0.796,-236.572,-67.444,75.745
0.257,0.267,-0.797,-229.675,-51.819,93.750
0.256,0.227,-0.801,-227.417,-45.349,101.562
0.239,0.205,-0.805,-226.685,-39.795,108.093
0.250,0.200,-0.814,-229.553,-30.579,117.676
0.267,0.201,-0.804,-232.239,-26.611,121.460
0.294,0.202,-0.805,-235.474,-19.287,127.869
0.365,0.213,-0.817,-236.572,-15.442,130.737
0.387,0.220,-0.824,-244.141,-6.714,136.292
0.398,0.218,-0.833,-250.061,-1.770,138.672
0.410,0.218,-0.842,-256.714,8.423,141.968
0.422,0.215,-0.839,-256.409,13.000,142.883
0.420,0.205,-0.842,-249.329,20.386,143.677
0.438,0.166,-0.850,-242.798,23.254,143.555
0.451,0.138,-0.851,-236.572,27.710,141.663
0.460,0.089,-0.853,-242.920,29.297,139.648
0.467,0.076,-0.852,-254.456,30.640,136.902
0.482,0.072,-0.853,-274.353,33.264,129.333
0.534,0.093,-0.866,-276.001,34.973,125.183
0.574,0.093,-0.884,-266.296,38.818,118.408
0.626,0.081,-0.916,-264.282,41.016,115.906
0.640,0.087,-0.918,-278.076,45.593,112.305
0.688,0.147,-0.932,-283.447,47.791,111.023
0.709,0.172,-0.930,-270.020,51.697,109.253
0.709,0.197,-0.917,-257.202,52.795,108.765
0.703,0.202,-0.904,-246.338,52.979,108.337
0.700,0.213,-0.877,-230.041,51.331,106.812
0.717,0.223,-0.862,-222.595,50.293,105.408
0.729,0.234,-0.846,-213.806,49.561,100.952
0.718,0.261,-0.819,-211.304,49.805,98.022
0.719,0.282,-0.798,-204.895,50.659,91.614
0.785,0.343,-0.732,-203.186,51.331,88.745
0.848,0.376,-0.686,-202.881,55.664,83.923
1.002,0.442,-0.585,-199.890,60.059,81.482
1.064,0.462,-0.529,-190.674,71.411,75.745
1.102,0.489,-0.431,-192.200,76.660,72.693
1.115,0.507,-0.400,-199.768,80.933,69.580
1.137,0.523,-0.373,-215.759,85.937,63.171
1.232,0.535,-0.340,-216.187,87.097,59.509
1.281,0.530,-0.328,-210.999,86.060,52.063
1.306,0.522,-0.279,-210.754,83.191,48.645
1.315,0.532,-0.267,-198.975,71.228,42.542
1.358,0.508,-0.235,-181.030,62.988,39.917
1.379,0.462,-0.198,-140.869,45.105,35.522
1.407,0.351,-0.115,-128.052,36.438,33.386
1.405,0.317,-0.064,-115.479,20.081,29.663
1.384,0.275,0.030,-110.352,12.573,27.466
1.358,0.247,0.072,-102.661,6.104,24.963
1.326,0.218,0.103,-80.566,-3.113,18.921

-1.907,0.157,0.929,-6.470,-375.671,453.186
-2.141,0.170,0.979,-27.344,-349.304,488.708
-2.544,0.127,1.046,-30.212,-330.200,503.784
-2.757,0.104,1.058,-69.336,-278.625,531.189
-3.297,0.164,1.064,-107.483,-244.812,545.959
-3.613,0.264,1.044,-202.332,-171.082,577.515
-4.000,0.567,0.917,-237.793,-130.127,594.788
-4.000,0.739,0.863,-280.273,-36.804,628.418
-3.995,1.137,0.926,-298.828,16.174,644.531
-3.992,1.402,1.007,-319.092,73.425,660.950
-3.997,1.639,1.167,-325.745,222.839,682.495
-4.000,1.785,1.544,-313.782,326.721,677.734
-4.000,1.866,1.444,-340.027,619.690,620.605
-4.000,2.203,0.155,-360.107,816.040,563.477
-4.000,2.282,-1.148,-327.820,1260.254,409.790
-4.000,2.369,-4.000,-290.833,1468.872,330.139
-4.000,2.294,-4.000,-188.110,1758.667,213.440
-4.000,1.400,-4.000,-195.740,1797.241,175.049
-4.000,0.496,-3.954,-620.422,1605.835,-7.812
-4.000,-1.161,-3.995,-922.424,1396.362,-192.383
-4.000,-1.170,-4.000,-1073.975,1141.052,-387.390
-3.578,-0.882,-4.000,-772.827,640.137,-560.242
-3.061,-0.978,-3.999,-486.084,458.679,-516.907
-2.732,-1.168,-3.999,2.625,244.202,-341.248
-2.467,-1.415,-4.000,178.711,180.115,-258.728
-2.290,-1.443,-3.981,384.216,81.726,-140.869
-1.816,-1.306,-3.664,403.870,44.250,-103.210
-1.650,-1.148,-3.344,314.148,-3.052,-54.749
-1.527,-0.687,-2.684,234.253,-15.564,-38.452
-1.431,-0.506,-2.533,110.657,-16.174,-17.883
-1.263,-0.286,-2.205,99.670,-6.897,-19.409
-1.225,-0.228,-2.077,131.592,4.639,-13.489
-1.106,-0.206,-1.971,132.324,2.930,-9.705
-0.983,-0.212,-1.955,119.751,14.465,-14.832
-0.786,-0.222,-1.887,111.816,28.564,-12.573
-0.794,-0.242,-1.868,66.711,58.350,-10.376
-0.761,-0.278,-1.895,44.800,68.420,-16.174
-0.686,-0.286,-1.901,38.086,73.303,-24.170
-0.661,-0.284,-1.891,33.752,69.885,-33.630
-0.699,-0.282,-1.884,29.419,62.622,-36.133
-0.671,-0.291,-1.886,17.761,40.771,-38.147
-0.575,-0.288,-1.842,8.667,28.198,-37.354
-0.568,-0.281,-1.799,-8.484,1.953,-33.325
-0.577,-0.236,-1.683,-10.742,-10.925,-30.396
-0.573,-0.218,-1.623,-5.615,-35.095,-23.132
-0.571,-0.173,-1.500,-3.296,-45.898,-19.104
-0.581,-0.144,-1.443,3.052,-63.721,-11.536
-0.599,-0.086,-1.340,9.094,-70.496,-8.545
-0.610,-0.056,-1.299,18.005,-80.261,-4.272
-0.668,0.020,-1.248,18.982,-83.435,-2.930
-0.719,0.062,-1.234,19.226,-87.830,-1.648
-0.798,0.141,-1.213,19.043,-89.783,-1.587
-0.823,0.169,-1.210,15.320,-94.788,-3.418
-0.852,0.221,-1.234,10.010,-97.778,-5.554
-0.882,0.240,-1.255,2.686,-100.647,-8.484
-0.925,0.254,-1.255,-8.545,-106.262,-16.418
-0.964,0.291,-1.219,-10.559,-109.009,-20.874
-0.934,0.301,-1.202,-15.930,-113.708,-28.320
-0.875,0.290,-1.148,-19.653,-115.601,-30.762
-0.844,0.279,-1.125,-28.809,-119.202,-33.691
-0.764,0.234,-1.100,-37.598,-120.666,-34.302
-0.724,0.216,-1.088,-66.284,-122.131,-33.386
-0.615,0.215,-1.070,-82.764,-121.704,-31.555
-0.524,0.211,-1.068,-106.812,-118.591,-24.780
-0.390,0.191,-1.049,-112.671,-116.516,-19.897
-0.337,0.174,-1.047,-121.460,-113.342,-7.324
-0.211,0.154,-1.077,-128.540,-112.183,0.366
-0.147,0.159,-1.081,-145.630,-109.619,19.165
-0.019,0.168,-1.090,-149.841,-108.032,30.212
0.035,0.167,-1.095,-149.353,-106.018,41.870
0.078,0.159,-1.097,-146.667,-100.220,65.979
0.143,0.152,-1.079,-151.733,-96.436,77.759
0.156,0.172,-1.065,-173.096,-87.158,99.854
0.265,0.074,-0.978,-180.725,-81.360,109.924
0.231,-0.181,-0.906,-227.295,-59.814,142.822
0.114,0.269,-1.039,-221.497,-47.241,159.424
0.193,0.482,-1.125,-131.470,-34.790,171.265
0.223,0.388,-1.113,-122.498,-32.349,174.622
0.224,0.339,-1.114,-171.875,-26.550,180.908
0.228,0.399,-1.114,-202.270,-22.461,182.068
0.248,0.450,-1.098,-228.638,-18.005,181.885
0.314,0.542,-1.114,-253.174,-7.874,180.054
0.347,0.570,-1.105,-249.451,-2.075,179.016
0.376,0.574,-1.101,-231.628,9.766,176.453
0.425,0.541,-1.096,-226.685,14.771,174.683
0.439,0.518,-1.099,-234.314,21.790,170.471
0.450,0.443,-1.105,-244.934,24.231,168.030
0.454,0.404,-1.107,-274.536,27.832,161.865
0.434,0.334,-1.087,-293.091,28.931,157.837
0.432,0.319,-1.093,-320.190,30.334,148.254
0.460,0.308,-1.092,-322.021,30.884,143.555
0.478,0.293,-1.079,-316.956,31.372,139.526
0.503,0.268,-1.071,-301.208,31.860,134.399
0.579,0.223,-1.061,-300.232,32.410,133.179
0.611,0.213,-1.046,-320.862,35.034,132.202
0.620,0.227,-0.999,-332.947,36.682,131.958
0.631,0.253,-0.972,-326.294,39.124,132.202
0.692,0.290,-0.908,-306.152,39.551,133.545
0.716,0.294,-0.870,-265.381,39.063,139.587
0.728,0.304,-0.737,-255.371,37.903,143.738
0.735,0.322,-0.665,-249.939,36.316,147.766
0.787,0.379,-0.536,-228.760,33.325,154.114
0.827,0.395,-0.484,-210.266,32.715,156.311
0.866,0.402,-0.443,-179.749,33.081,157.898
0.917,0.414,-0.353,-175.598,33.752,156.921
0.944,0.422,-0.312,-180.786,35.400,150.024
1.029,0.456,-0.251,-180.847,36.743,143.860
1.076,0.476,-0.229,-174.011,40.466,127.808
1.135,0.507,-0.205,-172.241,41.931,118.530
1.133,0.508,-0.201,-171.936,42.297,108.704
1.148,0.511,-0.221,-167.908,38.818,87.463
1.167,0.511,-0.212,-164.612,35.461,76.599
1.185,0.507,-0.199,-160.828,27.710,55.908
1.209,0.487,-0.181,-158.508,23.804,46.448
1.206,0.467,-0.159,-147.400,16.296,29.968
1.220,0.407,-0.119,-137.085,13.245,23.437
1.230,0.372,-0.097,-112.610,7.935,14.099
1.226,0.297,-0.059,-103.394,4.456,10.559
1.220,0.265,-0.037,-90.332,-4.028,5.249

-1.226,-0.261,1.305,-46.753,-196.838,445.007
-1.516,-0.248,1.261,-68.481,-143.188,513.184
-2.217,-0.213,1.101,-78.186,-115.356,544.922
-2.694,-0.195,0.982,-97.961,-54.016,598.999
-3.822,-0.148,0.708,-110.168,-19.226,620.239
-4.000,-0.049,0.641,-156.738,57.556,648.682
-4.000,0.578,0.959,-199.585,105.041,656.494
-3.990,1.216,1.307,-242.004,167.969,662.109
-3.994,2.760,1.588,-239.197,370.361,677.307
-4.000,3.171,1.297,-168.640,522.583,685.913
-4.000,3.107,0.680,-50.293,929.077,682.251
-4.000,2.268,-1.854,-86.731,1166.199,652.283
-4.000,2.049,-3.411,-220.581,1615.845,496.826
-4.000,1.971,-4.000,-247.192,1778.992,387.695
-4.000,1.730,-4.000,-435.425,1854.675,139.282
-4.000,0.595,-3.955,-661.560,1736.084,-24.597
-4.000,-0.354,-3.981,-968.933,1269.531,-388.061
-4.000,-1.297,-4.000,-858.337,1003.296,-497.375
-4.000,-1.194,-4.000,-612.000,767.090,-517.761
-3.923,-0.804,-3.999,-76.721,430.786,-363.037
-3.758,-0.633,-4.000,120.911,319.824,-258.667
-3.566,-0.482,-4.000,340.759,166.687,-109.924
-3.098,-0.352,-3.990,369.690,114.746,-79.407
-2.804,-0.344,-3.844,329.529,60.181,-72.693
-2.188,-0.288,-3.141,264.587,58.289,-79.712
-1.950,-0.227,-2.783,65.857,76.538,-97.595
-1.756,-0.052,-2.292,-22.278,86.243,-103.455
-1.734,-0.073,-2.182,-126.404,98.206,-132.141
-1.614,-0.071,-2.008,-84.778,110.291,-138.000
-1.572,-0.102,-1.955,16.296,122.559,-120.300
-1.383,-0.151,-1.852,25.574,121.155,-111.755
-1.284,-0.213,-1.847,26.855,116.577,-103.271
-1.180,-0.297,-1.849,31.555,100.891,-81.543
-1.177,-0.276,-1.809,28.992,89.722,-71.655
-1.184,-0.224,-1.747,29.114,60.120,-57.678
-1.178,-0.104,-1.596,46.021,42.358,-49.194
-1.152,-0.113,-1.543,97.534,7.507,-34.119
-1.066,-0.308,-1.424,113.098,-7.019,-30.090
-1.024,-0.412,-1.352,98.938,-27.039,-29.602
-0.965,-0.463,-1.192,71.655,-32.532,-31.189
-0.963,-0.420,-1.104,5.432,-37.537,-32.288
-0.932,-0.272,-0.949,-18.860,-38.025,-30.884
-0.923,-0.199,-0.888,-34.302,-36.621,-24.048
-0.970,-0.090,-0.764,-26.428,-35.339,-19.043
-0.999,-0.077,-0.697,11.169,-33.875,-7.568
-0.996,-0.121,-0.605,33.325,-34.058,-1.587
-0.973,-0.147,-0.592,51.392,-34.546,4.578
-0.929,-0.150,-0.613,60.730,-34.485,17.029
-0.906,-0.114,-0.638,53.040,-33.997,23.254
-0.900,-0.056,-0.676,30.823,-33.569,35.217
-0.953,0.090,-0.763,21.729,-34.546,40.527
-0.978,0.166,-0.807,17.090,-40.283,49.316
-0.981,0.271,-0.918,23.621,-45.044,52.429
-0.979,0.295,-0.966,46.021,-57.739,55.725
-1.021,0.315,-1.055,52.124,-65.796,55.847
-1.092,0.327,-1.085,34.729,-85.999,53.284
-1.182,0.408,-1.137,16.174,-97.717,51.025
-1.141,0.455,-1.172,-7.507,-120.789,45.593
-1.053,0.512,-1.245,-6.470,-130.676,42.419
-1.053,0.518,-1.274,1.038,-139.282,38.879
-1.058,0.494,-1.298,22.583,-153.015,30.762
-1.038,0.390,-1.315,26.855,-158.447,26.184
-1.017,0.351,-1.317,-5.615,-166.687,18.127
-0.970,0.362,-1.320,-41.870,-169.250,16.296
-0.959,0.400,-1.319,-118.774,-172.546,18.860
-0.984,0.483,-1.314,-143.738,-173.828,22.888
-0.974,0.514,-1.307,-153.564,-176.453,34.790
-0.921,0.541,-1.327,-144.714,-177.185,42.358
-0.895,0.531,-1.344,-122.803,-177.185,60.425
-0.850,0.476,-1.390,-115.356,-176.819,70.496
-0.828,0.444,-1.403,-113.647,-177.124,91.431
-0.815,0.419,-1.398,-123.413,-178.101,101.807
-0.815,0.446,-1.399,-158.875,-179.749,122.559
-0.781,0.538,-1.378,-169.800,-179.749,132.690
-0.752,0.569,-1.358,-167.847,-179.260,142.273
-0.705,0.562,-1.312,-140.991,-178.101,157.471
-0.674,0.552,-1.294,-132.385,-177.429,162.964
-0.633,0.553,-1.275,-148.499,-174.194,170.410
-0.573,0.581,-1.237,-169.373,-170.898,172.852
-0.550,0.614,-1.218,-210.937,-161.804,176.270
-0.506,0.673,-1.181,-222.717,-156.494,177.368
-0.479,0.691,-1.154,-221.191,-146.240,177.856
-0.409,0.667,-1.101,-215.820,-141.296,176.941
-0.367,0.659,-1.078,-231.018,-130.371,173.950
-0.273,0.690,-1.023,-249.878,-123.840,172.668
-0.224,0.710,-0.979,-268.921,-109.863,170.715
-0.123,0.712,-0.888,-264.587,-102.905,169.312
-0.065,0.694,-0.844,-258.240,-95.947,167.358
-0.015,0.675,-0.795,-256.897,-81.604,161.377
0.083,0.640,-0.707,-260.681,-74.158,157.288
0.135,0.619,-0.658,-265.076,-60.486,147.949
0.260,0.560,-0.559,-264.404,-54.382,143.005
0.335,0.524,-0.520,-262.573,-41.748,132.690
0.470,0.500,-0.500,-265.137,-34.302,127.380
0.527,0.509,-0.501,-275.024,-17.395,117.859
0.580,0.519,-0.493,-278.748,-9.583,113.953
0.604,0.520,-0.490,-272.339,1.587,107.910
0.669,0.520,-0.457,-260.498,4.761,105.835
0.716,0.508,-0.443,-246.704,6.897,104.309
0.765,0.486,-0.433,-221.680,9.583,101.257
0.818,0.399,-0.417,-211.121,10.193,98.328
0.839,0.363,-0.417,-199.646,9.460,89.355
0.882,0.329,-0.416,-196.716,8.362,83.984
0.907,0.319,-0.414,-185.974,6.226,73.730
0.933,0.286,-0.415,-180.420,5.249,68.909
0.934,0.270,-0.417,-174.988,2.869,59.082
0.937,0.246,-0.423,-173.706,1.160,54.016
0.933,0.248,-0.417,-172.363,-0.916,49.255
0.932,0.258,-0.405,-170.410,-5.127,41.809
0.943,0.279,-0.373,-168.945,-6.775,39.368
0.944,0.285,-0.349,-159.851,-8.606,35.339
0.924,0.277,-0.293,-152.161,-8.545,33.569
0.899,0.261,-0.261,-139.893,-7.385,30.884
0.819,0.219,-0.193,-140.137,-8.240,29.663
0.776,0.210,-0.159,-142.456,-13.611,28.076
0.695,0.202,-0.067,-143.555,-17.334,28.320
0.694,0.210,-0.019,-146.423,-25.391,31.067
0.782,0.228,0.099,-141.418,-29.236,32.898
0.826,0.218,0.166,-130.249,-32.898,34.363

-1.821,0.356,0.540,-49.377,-305.969,459.534
-2.041,0.324,0.509,-57.373,-291.626,497.498
-2.449,0.294,0.431,-76.111,-281.372,514.343
-2.663,0.304,0.389,-139.099,-247.559,547.852
-3.225,0.398,0.366,-177.490,-223.145,565.002
-3.603,0.498,0.379,-250.671,-159.912,599.792
-4.000,0.656,0.458,-271.606,-122.192,615.295
-4.000,0.728,0.580,-280.273,-83.435,626.709
-4.000,0.798,0.796,-289.551,1.160,636.292
-3.991,1.006,1.389,-311.951,58.960,634.277
-3.997,1.134,1.662,-391.479,256.592,603.760
-4.000,1.626,1.682,-427.734,410.217,569.275
-4.000,1.905,1.202,-419.250,827.209,453.064
-4.000,2.178,-0.979,-380.981,1066.345,380.310
-4.000,2.228,-2.538,-280.151,1512.268,247.070
-4.000,2.493,-4.000,-184.631,1684.326,211.670
-4.000,2.523,-4.000,-31.555,1846.619,245.056
-4.000,1.539,-3.961,-140.381,1803.528,259.705
-4.000,0.777,-3.965,-394.592,1679.382,204.285
-4.000,-0.100,-3.991,-888.306,1287.109,-138.245
-3.997,-1.168,-4.000,-971.313,1064.148,-330.749
-3.876,-1.241,-4.000,-794.128,628.662,-527.771
-2.790,-1.142,-3.999,-579.102,442.871,-510.620
-2.390,-1.023,-4.000,-233.582,178.223,-356.262
-2.670,-0.627,-3.757,-77.209,95.032,-274.658
-2.780,-0.665,-3.503,313.171,0.061,-162.109
-2.666,-0.949,-3.073,458.740,-23.499,-134.521
-2.512,-1.040,-2.876,469.482,-45.715,-114.746
-2.144,-1.015,-2.450,387.329,-42.114,-109.070
-1.933,-0.919,-2.293,174.194,-16.418,-96.985
-1.650,-0.572,-1.996,92.285,0.427,-89.966
-1.613,-0.443,-1.877,38.818,14.160,-84.106
-1.429,-0.318,-1.761,36.255,41.077,-72.632
-1.370,-0.332,-1.776,80.261,57.068,-66.772
-1.338,-0.370,-1.787,154.968,82.153,-57.800
-1.250,-0.466,-1.778,161.987,89.905,-54.077
-1.185,-0.496,-1.798,122.192,95.764,-48.340
-1.045,-0.500,-1.860,87.585,95.032,-47.241
-1.008,-0.459,-1.854,27.771,86.243,-47.791
-0.995,-0.349,-1.785,12.634,77.209,-47.913
-0.965,-0.312,-1.745,14.771,51.147,-44.861
-0.875,-0.303,-1.656,25.757,36.072,-41.687
-0.833,-0.315,-1.601,43.274,7.263,-33.691
-0.756,-0.333,-1.509,44.006,-5.432,-29.724
-0.745,-0.320,-1.461,32.349,-26.306,-21.790
-0.747,-0.243,-1.333,25.391,-34.607,-17.334
-0.740,-0.200,-1.270,21.118,-41.992,-12.329
-0.739,-0.136,-1.176,21.790,-54.993,-1.099
-0.754,-0.105,-1.139,24.292,-60.730,4.639
-0.777,-0.068,-1.107,34.119,-70.679,15.198
-0.811,0.006,-1.035,44.983,-75.012,19.653
-0.807,0.020,-1.008,66.223,-82.031,25.452
-0.815,0.028,-0.982,63.049,-84.656,26.367
-0.846,0.049,-0.968,67.383,-89.233,32.227
-0.829,0.082,-0.948,72.815,-91.003,35.400
-0.806,0.103,-0.955,72.693,-92.773,37.109
-0.859,0.146,-0.975,69.336,-92.957,36.499
-0.898,0.167,-0.984,60.730,-93.445,33.569
-0.932,0.216,-1.005,55.664,-94.482,31.555
-0.961,0.242,-1.008,50.598,-96.069,29.541
-0.979,0.266,-1.008,47.363,-100.708,26.245
-0.924,0.305,-1.028,49.561,-103.821,25.269
-0.917,0.313,-1.031,52.185,-111.023,24.231
-0.930,0.290,-1.044,49.561,-114.868,23.437
-0.897,0.279,-1.052,30.457,-121.643,20.508
-0.819,0.280,-1.060,13.245,-123.901,18.555
-0.780,0.292,-1.068,-23.621,-125.793,15.198
-0.686,0.324,-1.097,-37.537,-125.427,14.221
-0.658,0.337,-1.105,-60.730,-124.329,14.526
-0.652,0.359,-1.131,-71.899,-124.390,16.113
-0.624,0.369,-1.152,-80.444,-125.000,18.433
-0.567,0.379,-1.172,-89.111,-127.747,25.635
-0.545,0.381,-1.191,-93.933,-130.005,30.701
-0.517,0.377,-1.218,-106.140,-135.742,43.518
-0.484,0.362,-1.283,-111.084,-139.160,50.476
-0.467,0.364,-1.322,-123.535,-146.851,65.430
-0.459,0.395,-1.399,-131.836,-151.245,73.792
-0.462,0.428,-1.432,-143.494,-161.743,92.773
-0.445,0.515,-1.450,-142.334,-167.480,103.027
-0.419,0.537,-1.443,-123.657,-177.673,121.643
-0.364,0.564,-1.382,-113.770,-181.091,128.479
-0.340,0.580,-1.331,-113.831,-183.533,136.963
-0.300,0.629,-1.245,-120.605,-182.678,139.404
-0.273,0.657,-1.207,-127.563,-180.298,140.747
-0.207,0.692,-1.130,-142.395,-171.631,140.015
-0.170,0.719,-1.106,-154.480,-165.405,138.062
-0.124,0.752,-1.082,-190.613,-150.146,133.423
-0.065,0.811,-1.028,-208.374,-141.663,131.470
-0.022,0.826,-1.014,-228.516,-124.146,127.502
0.064,0.806,-0.986,-231.812,-115.234,125.122
0.093,0.781,-0.970,-242.981,-98.328,119.629
0.152,0.769,-0.962,-254.211,-90.393,117.310
0.187,0.778,-0.961,-269.104,-75.928,114.258
0.214,0.745,-0.945,-269.226,-69.580,112.976
0.224,0.704,-0.923,-273.315,-58.960,109.375
0.268,0.621,-0.894,-279.175,-54.138,107.056
0.306,0.596,-0.883,-283.936,-48.889,104.736
0.362,0.574,-0.874,-283.997,-36.377,101.196
0.422,0.485,-0.833,-280.701,-29.602,99.915
0.430,0.422,-0.824,-280.090,-16.968,97.229
0.458,0.331,-0.836,-287.476,-10.925,95.825
0.463,0.311,-0.836,-305.176,1.282,93.567
0.495,0.313,-0.841,-304.199,7.141,93.262
0.516,0.304,-0.840,-286.499,18.066,94.788
0.554,0.294,-0.815,-282.959,23.376,96.619
0.589,0.320,-0.814,-285.889,28.992,98.816
0.646,0.414,-0.794,-292.542,40.955,103.088
0.646,0.450,-0.764,-289.124,46.021,104.309
0.635,0.477,-0.738,-278.381,50.049,103.821
0.626,0.523,-0.674,-276.855,49.255,101.868
0.641,0.562,-0.653,-272.766,46.082,94.971
0.687,0.630,-0.570,-266.418,45.288,90.271
0.727,0.638,-0.514,-255.554,46.143,78.796
0.862,0.606,-0.403,-253.418,47.241,72.205
0.925,0.581,-0.326,-251.282,48.462,65.674
1.061,0.542,-0.208,-239.990,50.903,56.274
1.125,0.527,-0.168,-230.591,52.429,54.565
1.165,0.503,-0.134,-208.618,55.054,56.213
1.194,0.458,-0.090,-198.120,54.993,58.472

-1.740,0.629,0.693,16.357,-349.182,421.326
-2.038,0.667,0.666,-35.339,-336.426,468.811
-2.554,0.734,0.609,-55.969,-325.561,496.033
-2.793,0.739,0.583,-86.670,-291.748,551.575
-3.322,0.729,0.598,-108.582,-268.799,579.224
-3.648,0.781,0.635,-170.593,-210.571,632.385
-4.000,0.949,0.790,-195.251,-172.668,655.090
-4.000,0.945,0.905,-210.510,-129.639,673.157
-4.000,0.886,1.085,-260.437,-14.404,684.082
-3.992,0.999,1.522,-324.951,75.623,674.133
-3.997,1.292,1.691,-476.562,355.408,620.605
-4.000,2.240,1.338,-490.234,544.556,571.045
-4.000,2.547,0.610,-401.611,988.525,434.143
-4.000,2.695,-1.774,-373.291,1220.215,356.079
-4.000,2.899,-3.167,-283.630,1638.916,209.961
-4.000,3.009,-4.000,-150.879,1808.777,175.415
-4.000,2.573,-4.000,-57.129,1998.962,209.656
-4.000,0.867,-3.960,-339.844,1964.783,175.049
-4.000,-0.662,-3.977,-804.626,1826.050,7.263
-4.000,-2.032,-3.998,-1211.182,1255.188,-563.354
-3.899,-2.041,-4.000,-984.070,899.109,-725.708
-3.383,-1.681,-4.000,-271.179,367.371,-612.732
-2.167,-1.122,-3.999,76.599,234.680,-453.796
-2.069,-1.146,-3.972,414.307,98.267,-194.214
-2.562,-1.072,-3.596,403.381,41.321,-122.009
-2.724,-0.891,-3.286,277.954,-54.993,-67.505
-2.573,-0.440,-2.477,259.277,-82.764,-62.866
-2.329,-0.337,-2.184,296.814,-87.646,-61.829
-1.844,-0.270,-1.957,282.837,-68.970,-59.448
-1.661,-0.234,-1.901,240.173,-39.307,-56.030
-1.524,-0.104,-1.705,119.080,18.250,-26.123
-1.449,-0.041,-1.649,86.548,42.603,-13.733
-1.386,-0.048,-1.649,112.976,93.994,-0.916
-1.295,-0.071,-1.704,128.052,116.333,1.953
-1.232,-0.075,-1.774,101.440,145.142,-1.221
-1.114,-0.017,-1.901,66.589,153.503,-5.493
-1.053,0.032,-1.941,22.278,153.076,-14.587
-0.999,0.084,-2.001,16.174,143.860,-18.372
-0.963,0.087,-2.031,7.507,116.272,-28.748
-0.836,0.069,-2.076,9.216,100.769,-34.973
-0.768,0.052,-2.056,15.381,85.083,-41.138
-0.719,0.030,-2.008,28.137,53.833,-51.086
-0.701,-0.027,-1.868,27.710,37.903,-54.077
-0.718,-0.055,-1.804,13.062,7.324,-55.786
-0.700,-0.073,-1.678,4.944,-6.165,-54.871
-0.667,-0.062,-1.613,-3.357,-28.015,-49.683
-0.674,-0.047,-1.466,-5.432,-36.743,-45.715
-0.706,-0.040,-1.398,-4.272,-52.002,-35.278
-0.716,-0.030,-1.292,-0.183,-58.655,-28.992
-0.705,-0.028,-1.248,6.287,-69.580,-15.320
-0.715,-0.034,-1.177,6.653,-73.914,-8.667
-0.717,-0.034,-1.147,9.155,-81.055,3.662
-0.696,-0.006,-1.097,8.911,-84.106,8.667
-0.698,0.020,-1.079,6.165,-86.792,13.000
-0.741,0.085,-1.050,0.000,-91.797,20.325
-0.740,0.111,-1.042,1.648,-93.933,23.376
-0.736,0.137,-1.035,10.132,-97.900,27.771
-0.761,0.174,-1.015,10.071,-99.976,29.175
-0.773,0.192,-1.013,3.540,-104.248,30.457
-0.713,0.232,-1.022,2.319,-106.201,30.457
-0.698,0.248,-1.026,-0.549,-110.107,29.297
-0.761,0.285,-1.047,-4.395,-112.488,28.320
