aX,aY,aZ,gX,gY,gZ
1.248,0.583,-0.061,-197.327,36.255,56.580
1.263,0.480,-0.037,-189.087,33.569,53.833
1.239,0.432,-0.051,-179.260,27.527,48.889
1.162,0.417,-0.035,-175.903,23.987,46.753
1.125,0.447,0.002,-144.165,18.250,45.166
1.050,0.440,0.083,-125.977,8.911,44.128
1.060,0.387,0.089,-115.784,-5.676,41.077
1.102,0.312,0.095,-62.744,-3.967,37.903
1.142,0.176,0.161,-61.646,-0.977,38.757
1.146,0.141,0.188,-91.003,1.221,28.687
1.145,0.093,0.227,-97.046,4.333,22.217
1.146,0.077,0.236,-87.769,11.475,14.648
1.149,-0.013,0.220,-87.280,8.850,12.207
1.124,-0.069,0.190,-87.402,11.353,5.127
1.098,-0.153,0.163,-82.581,19.897,2.930
1.106,-0.155,0.150,-104.675,16.663,0.671
1.108,-0.138,0.143,-114.380,9.460,-0.244
1.128,-0.136,0.154,-113.037,3.967,-0.305
1.161,-0.131,0.166,-101.318,-8.972,2.625
1.238,-0.143,0.188,-87.524,-14.771,5.005
1.263,-0.159,0.193,-51.331,-23.682,10.986
1.293,-0.196,0.201,-37.354,-28.076,14.648
1.305,-0.206,0.208,-29.846,-41.077,22.766

-1.792,0.504,0.563,-193.726,-240.234,387.756
-1.987,0.603,0.442,-220.215,-190.124,432.800
-2.394,0.772,0.200,-225.525,-161.743,457.092
-2.613,0.834,0.057,-234.985,-100.647,505.127
-3.190,0.995,-0.210,-242.310,-68.909,527.588
-3.578,1.131,-0.308,-253.723,-0.854,570.068
-4.000,1.402,-0.367,-250.854,34.729,589.966
-4.000,1.499,-0.312,-223.022,100.952,624.146
-3.991,1.615,-0.143,-201.050,132.263,637.817
-3.990,1.608,-0.060,-177.795,167.236,648.560
-3.997,1.530,0.021,-184.631,265.503,654.541
-4.000,1.516,0.089,-237.427,340.576,644.287
-4.000,1.767,0.103,-372.681,570.435,583.740
-4.000,2.156,-0.150,-388.855,721.497,529.968
-4.000,2.026,-0.778,-324.646,1057.556,379.517
-4.000,2.080,-2.998,-319.641,1228.271,291.138
-4.000,2.510,-3.911,-260.681,1530.151,146.301
-4.000,3.197,-4.000,-153.320,1640.076,126.953
-4.000,2.941,-4.000,-136.597,1749.878,175.171
-4.000,1.612,-3.975,-405.762,1740.661,140.320
-4.000,0.057,-3.994,-804.321,1676.697,-15.747
-4.000,-1.166,-4.000,-1208.618,1283.875,-566.284
-4.000,-0.775,-4.000,-1000.610,977.905,-743.469
-4.000,-0.661,-4.000,-161.621,490.601,-645.142
-3.864,-1.427,-4.000,197.449,368.347,-481.811
-3.588,-1.726,-4.000,296.631,206.360,-251.770
-3.493,-1.343,-3.946,129.150,119.995,-212.524
-3.572,-0.923,-3.714,-37.781,-40.100,-187.317
-3.434,-0.343,-2.818,27.161,-99.854,-173.889
-3.228,-0.393,-2.541,256.714,-164.978,-142.883
-2.613,-0.733,-2.348,333.557,-169.373,-132.874
-2.292,-0.861,-2.291,306.641,-132.263,-119.507
-1.846,-0.874,-2.032,229.736,-102.844,-111.511
-1.756,-0.734,-1.949,102.722,-41.748,-82.397
-1.606,-0.463,-1.664,71.411,-21.057,-67.383
-1.452,-0.379,-1.550,43.274,-21.301,-42.480
-1.200,-0.398,-1.519,61.035,-10.376,-36.377
-1.099,-0.434,-1.580,78.552,19.531,-23.376
-0.986,-0.410,-1.687,70.007,27.527,-14.648
-0.985,-0.332,-1.694,20.813,31.250,-5.493
-1.011,-0.198,-1.676,9.888,28.503,-3.479
-1.012,-0.178,-1.671,16.907,22.522,-2.014
-1.012,-0.179,-1.671,49.866,2.197,0.244
-1.010,-0.178,-1.664,55.847,-10.437,1.465
-0.978,-0.156,-1.632,44.067,-37.109,5.127
-0.911,-0.088,-1.538,34.424,-50.659,7.996
-0.930,-0.052,-1.498,26.489,-77.759,14.954
-1.047,0.025,-1.400,33.875,-90.698,18.616
-1.042,0.041,-1.348,57.861,-113.831,25.452
-1.031,0.045,-1.242,62.073,-123.840,28.870
-1.071,0.056,-1.206,55.725,-140.381,36.072
-1.092,0.092,-1.146,52.002,-146.362,39.673
-1.051,0.118,-1.122,40.955,-153.625,47.363
-1.026,0.196,-1.097,29.785,-155.579,51.941
-1.046,0.250,-1.102,17.639,-156.860,56.885
-1.078,0.348,-1.118,3.967,-158.997,66.833
-1.085,0.387,-1.137,3.235,-160.400,71.106
-1.085,0.435,-1.161,1.831,-164.368,77.942
-1.039,0.533,-1.210,-3.662,-167.114,80.627
-1.013,0.580,-1.241,-19.592,-175.781,84.900
-1.030,0.661,-1.312,-26.062,-182.068,86.304
-1.035,0.700,-1.348,-42.786,-196.960,88.135
-0.955,0.776,-1.406,-58.838,-204.163,88.806
-0.925,0.799,-1.409,-98.022,-215.942,90.027
-0.918,0.833,-1.401,-113.708,-220.215,90.820
-0.894,0.858,-1.396,-132.324,-225.769,94.543
-0.810,0.884,-1.373,-139.465,-226.624,97.961
-0.767,0.882,-1.342,-172.058,-223.450,107.544
-0.704,0.923,-1.295,-195.557,-219.543,113.342
-0.672,0.986,-1.277,-215.637,-214.172,119.934
-0.622,1.039,-1.215,-235.291,-201.050,134.033
-0.610,1.051,-1.174,-235.718,-194.336,140.503
-0.572,1.072,-1.147,-229.614,-181.152,150.818
-0.435,1.086,-1.077,-228.149,-174.255,154.541
-0.392,1.090,-1.033,-244.995,-159.363,158.386
-0.322,1.119,-0.989,-261.902,-151.367,158.936
-0.287,1.129,-0.971,-288.208,-134.094,157.654
-0.187,1.167,-0.919,-297.058,-125.305,155.762
-0.123,1.181,-0.898,-314.758,-107.971,150.330
-0.040,1.175,-0.871,-321.655,-99.548,146.606
0.000,1.166,-0.859,-324.890,-83.679,137.085
0.122,1.127,-0.830,-322.937,-76.111,132.141
0.176,1.089,-0.811,-327.881,-61.584,123.291
0.270,1.030,-0.795,-337.463,-54.321,119.263
0.328,1.011,-0.797,-347.168,-46.997,115.356
0.366,0.977,-0.786,-351.379,-33.630,107.544
0.415,0.859,-0.767,-346.252,-28.442,103.577
0.441,0.790,-0.762,-338.745,-21.240,95.947
0.475,0.712,-0.725,-340.332,-18.494,92.773
0.512,0.711,-0.690,-343.689,-12.512,87.891
0.630,0.713,-0.631,-339.416,-8.911,85.937
0.694,0.707,-0.610,-323.120,-0.610,83.008
0.831,0.695,-0.540,-318.420,3.906,82.458
0.880,0.699,-0.493,-305.664,12.756,83.252
0.961,0.678,-0.423,-290.833,16.968,83.740
0.970,0.636,-0.394,-274.597,20.508,83.740
0.956,0.581,-0.367,-264.893,23.682,81.421
0.944,0.549,-0.326,-271.851,22.583,79.651
0.962,0.548,-0.281,-262.329,15.625,76.355
1.037,0.505,-0.169,-236.633,10.986,74.829
1.082,0.458,-0.122,-186.035,2.014,70.862
1.131,0.351,-0.036,-176.025,-1.770,68.298
1.158,0.312,-0.008,-174.255,-8.362,62.866
1.222,0.241,0.045,-171.753,-11.169,60.791
1.262,0.203,0.063,-165.833,-13.367,59.448
1.310,0.171,0.062,-151.062,-16.602,59.570
1.301,0.139,0.058,-143.250,-18.433,60.852
1.269,0.106,0.063,-116.943,-23.315,64.087
1.202,0.063,0.088,-105.530,-29.236,65.430
1.171,0.055,0.108,-101.013,-51.941,67.749
1.129,0.066,0.147,-109.558,-69.519,69.885
1.143,0.117,0.206,-106.628,-96.497,76.904
1.044,0.187,0.280,-84.229,-99.731,81.238
0.983,0.239,0.319,-56.458,-120.605,87.646
0.907,0.316,0.410,-42.847,-135.254,93.323
0.872,0.314,0.468,-31.982,-149.780,99.670
0.788,0.338,0.603,-12.512,-165.222,109.497
0.776,0.357,0.645,-9.460,-171.326,112.671
0.745,0.352,0.685,-13.367,-190.430,118.774

-1.181,0.417,1.016,-73.608,-288.330,364.441
-1.389,0.420,0.922,-110.962,-261.658,410.339
-1.823,0.519,0.702,-134.094,-242.310,435.852
-2.035,0.609,0.575,-175.903,-191.833,491.455
-2.563,0.733,0.364,-190.491,-161.682,518.799
-2.870,0.767,0.268,-207.642,-97.839,565.918
-3.489,0.835,0.089,-214.661,-65.186,584.351
-3.795,0.880,0.013,-223.694,-31.982,599.670
-4.000,0.947,-0.189,-247.253,37.476,622.864
-4.000,0.936,-0.287,-260.620,75.073,628.967
-4.000,0.916,-0.355,-300.354,157.898,625.977
-3.995,1.089,-0.401,-332.886,205.627,616.821
-3.999,1.312,-0.402,-406.982,340.759,580.872
-4.000,1.617,-0.546,-414.307,443.420,548.462
-4.000,1.708,-0.653,-362.610,729.187,442.627
-4.000,1.885,-1.659,-346.680,909.058,369.751
-4.000,1.889,-2.742,-315.308,1312.439,197.021
-4.000,1.849,-4.000,-278.442,1508.484,112.244
-4.000,1.502,-4.000,-218.201,1802.856,-19.409
-4.000,0.886,-3.979,-299.255,1858.765,-77.881
-4.000,0.559,-3.972,-773.193,1671.814,-300.232
-4.000,-1.322,-4.000,-848.022,1436.645,-449.951
-4.000,-1.828,-4.000,-674.622,1162.048,-546.448
-3.912,-1.601,-4.000,-171.753,692.566,-475.891
-3.588,-1.292,-3.999,-17.578,531.311,-361.572
-3.153,-1.061,-4.000,173.218,304.993,-150.024
-2.924,-0.685,-4.000,206.848,215.149,-85.388
-2.983,-0.516,-4.000,243.042,73.669,-32.288
-2.834,-0.256,-3.773,286.255,27.527,-32.532
-2.581,-0.255,-3.410,341.858,-11.230,-52.429
-1.860,-0.304,-2.707,302.917,-6.470,-61.523
-1.596,-0.268,-2.501,129.761,37.170,-70.068
-1.385,-0.161,-2.258,64.148,66.589,-73.792
-1.416,-0.091,-2.156,79.102,124.268,-80.383
-1.411,-0.167,-2.127,106.689,145.752,-76.782
-1.314,-0.211,-2.187,40.283,146.362,-77.209
-1.138,-0.334,-2.252,-13.245,146.606,-76.416
-1.085,-0.350,-2.280,-59.021,154.175,-79.651
-1.055,-0.338,-2.310,-65.430,156.555,-79.834
-1.055,-0.290,-2.297,-40.649,142.212,-74.890
-1.004,-0.279,-2.279,10.437,100.037,-65.979
-0.827,-0.335,-2.291,37.720,78.186,-60.791
-0.767,-0.369,-2.262,75.745,36.255,-48.767
-0.740,-0.398,-2.113,78.125,15.625,-42.297
-0.757,-0.385,-2.012,57.312,-25.635,-28.137
-0.802,-0.304,-1.807,43.152,-45.715,-20.569
-0.827,-0.248,-1.725,26.672,-81.055,-6.042
-0.859,-0.128,-1.560,27.710,-95.093,0.549
-0.855,-0.068,-1.485,40.649,-116.028,10.742
-0.927,0.023,-1.363,47.119,-123.535,14.038
-0.993,0.057,-1.312,58.472,-134.460,18.372
-1.031,0.120,-1.234,63.049,-138.428,19.836
-1.032,0.151,-1.208,64.453,-141.479,20.935
-1.092,0.226,-1.172,56.335,-145.752,22.400
-1.116,0.268,-1.156,54.565,-147.461,22.095
-1.098,0.303,-1.151,64.392,-151.123,18.982
-1.052,0.335,-1.139,66.772,-152.832,16.479
-1.055,0.336,-1.135,51.514,-156.189,10.437
-0.964,0.361,-1.146,38.391,-157.593,7.202
-0.899,0.387,-1.157,14.282,-159.241,0.854
-0.873,0.416,-1.176,-0.732,-159.668,-2.075
-0.858,0.430,-1.193,-46.448,-159.851,-6.653
-0.776,0.491,-1.210,-71.716,-159.668,-7.690
-0.736,0.528,-1.206,-116.699,-160.278,-6.531
-0.678,0.590,-1.195,-136.108,-161.377,-3.906
-0.666,0.597,-1.193,-154.236,-164.612,5.066
-0.598,0.609,-1.203,-153.748,-165.710,11.292
-0.548,0.619,-1.199,-154.480,-166.138,18.921
-0.468,0.633,-1.177,-168.213,-164.429,38.574
-0.430,0.635,-1.155,-174.316,-162.598,49.683
-0.390,0.635,-1.121,-170.654,-157.654,71.655
-0.323,0.594,-1.036,-160.950,-154.785,81.482
-0.287,0.566,-0.996,-145.386,-147.888,98.267
-0.208,0.545,-0.932,-149.109,-143.250,105.896
-0.185,0.545,-0.909,-172.241,-130.737,121.277
-0.154,0.572,-0.889,-183.228,-123.047,129.333
-0.162,0.589,-0.881,-203.857,-105.652,145.996
-0.043,0.664,-0.894,-215.149,-96.680,154.663
-0.026,0.691,-0.893,-223.755,-79.651,170.959
-0.062,0.673,-0.886,-216.003,-72.632,176.636
-0.041,0.667,-0.886,-194.214,-62.561,181.702
0.003,0.628,-0.905,-192.078,-58.777,181.702
0.006,0.617,-0.916,-217.590,-51.147,177.856
0.076,0.640,-0.937,-237.122,-46.570,174.561
0.139,0.655,-0.961,-253.296,-41.443,170.715
0.244,0.647,-0.991,-274.658,-30.212,162.354
0.275,0.631,-1.012,-284.363,-24.780,157.959
0.316,0.610,-1.044,-301.880,-14.587,148.865
0.432,0.551,-1.094,-308.594,-9.583,144.409
0.494,0.504,-1.121,-321.167,0.122,135.986
0.519,0.398,-1.166,-329.590,4.028,132.019
0.513,0.362,-1.191,-346.069,9.094,124.695
0.513,0.313,-1.229,-352.966,10.254,121.216
0.503,0.317,-1.237,-371.765,10.864,115.295
0.522,0.373,-1.225,-375.366,10.986,113.342
0.552,0.410,-1.202,-367.676,11.414,112.427
0.599,0.437,-1.169,-325.745,13.428,114.990
0.670,0.431,-1.084,-303.650,14.832,117.981
0.672,0.436,-1.025,-288.574,17.395,124.451
0.638,0.489,-0.913,-290.588,18.066,126.831
0.616,0.519,-0.855,-274.658,16.357,128.784
0.633,0.517,-0.755,-255.859,13.733,128.601
0.667,0.496,-0.708,-226.624,5.920,126.892
0.730,0.486,-0.600,-224.365,1.892,125.732
0.760,0.514,-0.539,-226.501,-1.770,124.390
0.838,0.555,-0.432,-219.727,-7.996,121.216
0.861,0.551,-0.383,-206.970,-11.353,118.958
0.881,0.537,-0.343,-177.063,-19.714,112.854
0.930,0.482,-0.259,-165.771,-24.719,109.314
0.969,0.454,-0.210,-154.358,-34.424,101.074
1.078,0.401,-0.153,-152.771,-38.391,96.191
1.123,0.388,-0.130,-155.273,-44.739,85.388
1.157,0.402,-0.061,-158.630,-47.974,80.139
1.158,0.413,-0.029,-151.001,-56.763,70.435
1.174,0.416,0.020,-135.132,-61.401,65.918
1.196,0.385,0.042,-103.943,-69.397,57.617
1.234,0.310,0.090,-100.342,-73.669,53.650
1.199,0.282,0.120,-106.079,-78.979,49.744
1.255,0.277,0.128,-141.235,-101.074,42.114

-1.230,0.464,1.092,-57.495,-286.865,366.760
-1.379,0.527,1.126,-51.819,-265.198,416.382
-1.709,0.575,1.139,-45.959,-253.967,438.599
-1.882,0.610,1.100,-59.448,-227.722,477.234
-2.310,0.696,0.997,-80.383,-211.121,494.263
-2.567,0.754,0.934,-129.822,-169.678,525.208
-3.046,0.925,0.762,-152.527,-144.348,539.856
-3.286,1.026,0.698,-173.645,-115.845,554.810
-3.785,1.226,0.534,-206.787,-51.514,586.304
-3.974,1.323,0.441,-215.454,-16.602,601.990
-4.000,1.406,0.360,-221.863,57.617,630.615
-4.000,1.559,0.188,-222.534,97.107,642.639
-3.994,1.617,0.147,-227.478,180.176,661.438
-3.999,1.755,0.116,-233.582,223.572,664.429
-4.000,1.884,0.086,-270.630,322.327,648.743
-4.000,2.164,0.174,-293.274,390.564,628.601
-4.000,2.236,0.237,-300.171,579.834,556.946
-4.000,2.404,-0.274,-291.870,699.890,502.075
-4.000,2.553,-0.869,-279.968,838.867,437.439
-4.000,2.536,-1.695,-260.010,1166.016,287.170
-4.000,2.356,-3.803,-258.057,1338.501,204.895
-4.000,2.173,-4.000,-209.351,1645.203,56.274
-4.000,1.673,-4.000,-193.970,1751.831,5.493
-4.000,1.668,-3.973,-380.676,1764.160,-78.247
-4.000,0.187,-3.991,-531.128,1640.686,-148.071
-4.000,-0.657,-4.000,-536.560,1203.186,-303.345
-3.996,-0.622,-4.000,-388.123,956.970,-323.791
-3.823,-0.353,-4.000,-58.044,542.786,-225.525
-3.123,-0.105,-4.000,65.979,385.620,-152.832
-3.062,-0.053,-4.000,149.353,143.005,-68.909
-3.399,0.243,-3.917,166.809,52.246,-63.293
-3.397,0.291,-3.597,243.164,-57.129,-84.229
-2.892,0.163,-2.629,284.302,-74.463,-99.121
-2.496,0.040,-2.403,297.058,-68.420,-111.938
-2.203,-0.054,-2.210,223.633,2.625,-125.549
-2.004,-0.216,-2.002,129.944,44.983,-130.005
-1.962,-0.153,-1.899,-43.213,103.333,-120.483
-1.803,0.036,-1.777,-60.303,124.390,-108.826
-1.689,0.032,-1.771,-34.363,166.565,-96.069
-1.419,-0.199,-2.043,-22.949,194.885,-107.544
-1.350,-0.299,-2.138,-3.662,230.103,-109.192
-1.351,-0.302,-2.185,-9.949,231.628,-103.271
-1.377,-0.274,-2.169,-56.824,211.914,-98.572
-1.305,-0.229,-2.102,-74.829,192.261,-97.107
-1.196,-0.223,-2.071,-84.229,139.221,-94.055
-0.988,-0.236,-1.968,-82.764,109.192,-92.590
-0.929,-0.231,-1.883,-77.026,48.340,-87.158
-0.875,-0.200,-1.680,-70.679,19.775,-83.252
-0.889,-0.186,-1.567,-49.927,-30.273,-72.388
-0.942,-0.182,-1.359,-37.292,-50.842,-65.674
-0.921,-0.179,-1.270,-11.230,-81.848,-52.124
-0.866,-0.154,-1.130,0.427,-92.163,-45.349
-0.853,-0.133,-1.072,10.376,-99.670,-38.452
-0.830,-0.120,-0.995,20.996,-107.727,-24.536
-0.861,-0.122,-0.969,17.456,-109.192,-18.250
-0.900,-0.111,-0.936,3.967,-109.680,-4.822
-0.851,-0.068,-0.890,1.526,-109.802,2.258
-0.825,-0.043,-0.876,-1.831,-110.107,14.099
-0.866,0.006,-0.882,-6.104,-110.291,18.860
-0.859,0.052,-0.903,-18.738,-110.352,26.978
-0.797,0.172,-0.949,-25.513,-110.229,31.006
-0.802,0.219,-0.979,-31.555,-110.229,38.879
-0.832,0.251,-1.051,-27.527,-110.718,41.931
-0.822,0.249,-1.095,-16.785,-113.464,45.349
-0.840,0.258,-1.162,-16.846,-116.089,46.265
-0.863,0.281,-1.187,-25.940,-124.634,47.913
-0.878,0.344,-1.237,-29.724,-130.310,49.255
-0.871,0.369,-1.265,-32.288,-142.212,52.917
-0.846,0.385,-1.303,-32.715,-147.766,54.565
-0.844,0.392,-1.317,-32.898,-157.837,56.458
-0.811,0.415,-1.334,-32.227,-162.415,56.946
-0.788,0.422,-1.331,-31.982,-166.748,57.495
-0.774,0.421,-1.324,-34.058,-174.561,59.143
-0.745,0.395,-1.323,-37.292,-177.307,59.814
-0.705,0.382,-1.314,-52.734,-179.260,60.730
-0.594,0.371,-1.276,-65.063,-178.467,61.462
-0.553,0.372,-1.255,-91.003,-174.683,63.904
-0.503,0.363,-1.219,-99.487,-172.363,65.613
-0.478,0.355,-1.196,-108.398,-166.992,69.641
-0.390,0.370,-1.162,-115.356,-163.696,72.510
-0.348,0.380,-1.150,-132.019,-154.968,80.627
-0.291,0.394,-1.120,-135.925,-150.085,85.388
-0.279,0.391,-1.110,-133.240,-141.296,94.666
-0.260,0.375,-1.103,-131.104,-137.512,98.877
-0.247,0.372,-1.099,-132.202,-133.789,102.722
-0.216,0.371,-1.095,-145.264,-126.038,108.887
-0.138,0.381,-1.071,-152.954,-121.643,111.145
-0.109,0.393,-1.061,-159.973,-112.671,113.464
-0.055,0.391,-1.032,-159.912,-108.154,113.403
-0.016,0.390,-1.019,-167.908,-98.816,110.901
0.071,0.409,-0.982,-178.772,-93.628,108.826
0.117,0.433,-0.968,-202.759,-81.360,104.187
0.224,0.463,-0.950,-209.717,-74.402,102.051
0.263,0.461,-0.945,-215.332,-59.692,98.572
0.320,0.439,-0.936,-221.374,-52.612,97.168
0.343,0.422,-0.940,-230.408,-45.959,95.520
0.366,0.410,-0.942,-247.375,-34.058,90.820
0.426,0.395,-0.943,-253.601,-28.870,87.830
0.461,0.386,-0.942,-261.292,-19.470,81.543
0.524,0.376,-0.939,-265.198,-14.832,78.613
0.555,0.381,-0.940,-279.053,-5.188,73.242
0.615,0.394,-0.921,-286.194,-0.244,70.557
0.640,0.391,-0.903,-287.964,9.338,64.636
0.685,0.338,-0.868,-282.837,13.855,61.462
0.708,0.294,-0.853,-276.245,22.400,55.725
0.743,0.209,-0.837,-278.198,26.489,52.917
0.748,0.176,-0.824,-282.593,30.090,50.110
0.738,0.143,-0.804,-290.833,35.522,44.434
0.742,0.092,-0.772,-289.246,37.659,41.687
0.756,0.065,-0.745,-271.606,42.236,37.292
0.764,-0.030,-0.703,-262.207,45.044,35.889
0.762,-0.077,-0.686,-261.353,52.063,34.119
0.774,-0.098,-0.662,-268.127,56.274,33.508
0.795,-0.082,-0.646,-277.283,65.308,32.288
0.811,-0.071,-0.610,-276.245,69.275,31.372
0.804,-0.072,-0.592,-270.386,74.158,29.114
0.835,-0.070,-0.552,-269.897,75.562,28.137
0.838,-0.035,-0.497,-270.752,76.599,27.588
0.809,0.093,-0.349,-265.625,78.369,29.114

-1.110,0.868,1.013,-89.783,-252.808,255.920
-1.264,0.979,1.045,-111.511,-242.615,285.583
-1.556,1.121,1.103,-107.666,-238.342,307.434
-1.689,1.165,1.113,-110.168,-226.685,364.929
-2.003,1.308,1.090,-120.483,-216.675,400.513
-2.165,1.391,1.061,-136.169,-184.937,481.567
-2.521,1.500,0.947,-138.306,-163.513,523.865
-2.755,1.590,0.905,-138.123,-138.489,565.002
-3.641,1.845,0.717,-141.296,-79.773,643.066
-4.000,1.980,0.622,-143.127,-42.786,679.016
-4.000,2.105,0.603,-149.658,50.964,739.624
-4.000,2.272,0.806,-150.269,106.812,761.291
-3.985,2.282,0.888,-118.652,248.657,774.963
-3.999,2.145,0.879,-121.216,345.276,767.334
-4.000,2.126,0.693,-293.640,622.437,696.960
-4.000,2.417,-0.350,-415.161,805.054,619.568
-4.000,2.688,-1.456,-488.647,1194.519,392.639
-4.000,3.245,-3.842,-413.147,1366.455,275.330
-4.000,3.490,-4.000,-302.002,1509.888,185.669
-4.000,3.512,-4.000,-110.962,1696.411,129.272
-4.000,2.350,-3.969,-107.178,1720.459,138.916
-4.000,1.000,-3.971,-485.718,1594.910,32.715
-4.000,-1.406,-4.000,-769.958,1449.890,-136.719
-4.000,-1.783,-4.000,-978.760,1016.479,-504.700
-3.981,-1.500,-4.000,-782.227,770.874,-568.848
-3.778,-1.443,-3.999,-110.107,395.020,-416.016
-3.068,-1.310,-4.000,143.127,276.245,-288.513
-2.981,-1.256,-4.000,339.600,109.863,-96.313
-2.907,-0.997,-3.969,360.596,44.067,-50.232
-2.811,-0.777,-3.751,370.544,-53.955,-33.081
-2.772,-0.474,-2.937,361.450,-80.566,-41.992
-2.524,-0.479,-2.620,292.847,-83.557,-63.049
-1.598,-0.491,-2.404,238.953,-60.425,-70.129
-1.319,-0.426,-2.233,84.656,-1.282,-78.186
-1.232,-0.413,-2.081,-7.629,27.405,-80.627
-1.092,-0.472,-2.137,-61.462,63.049,-86.060
-0.718,-0.620,-2.223,-3.479,129.333,-100.708
-0.737,-0.634,-2.117,29.846,152.588,-109.741
-0.838,-0.622,-2.018,-8.789,165.161,-118.103
-0.904,-0.607,-1.985,-50.781,153.503,-114.807
-0.800,-0.603,-1.995,-94.543,108.215,-100.342
-0.599,-0.547,-1.963,-98.633,80.261,-90.942
-0.564,-0.474,-1.902,-101.074,21.851,-67.749
-0.598,-0.311,-1.722,-94.482,-6.958,-54.321
-0.648,-0.238,-1.636,-57.007,-58.838,-26.062
-0.700,-0.130,-1.485,-34.912,-80.200,-12.695
-0.693,-0.080,-1.417,0.366,-111.511,11.536
-0.728,0.003,-1.347,14.832,-121.704,21.606
-0.747,0.036,-1.331,54.810,-133.667,36.621
-0.760,0.082,-1.316,74.463,-136.292,41.016
-0.774,0.104,-1.314,86.731,-137.573,43.884
-0.821,0.153,-1.319,80.750,-137.878,43.823
-0.841,0.174,-1.330,72.876,-138.733,43.213
-0.883,0.208,-1.365,59.753,-143.494,39.795
-0.910,0.220,-1.384,52.246,-147.400,36.682
-0.920,0.219,-1.403,31.311,-156.372,27.649
-0.856,0.215,-1.443,18.799,-160.522,22.156
-0.819,0.223,-1.461,-5.066,-167.419,11.719
-0.803,0.232,-1.455,-15.381,-170.654,7.507
-0.797,0.239,-1.453,-34.424,-177.429,2.075
-0.747,0.256,-1.453,-45.044,-180.481,0.854
-0.723,0.270,-1.444,-72.144,-184.631,1.099
-0.688,0.326,-1.417,-86.731,-185.791,2.319
-0.670,0.354,-1.400,-104.675,-186.218,6.348
-0.611,0.335,-1.344,-109.009,-185.486,8.911
-0.582,0.307,-1.296,-137.024,-181.641,15.869
-0.494,0.339,-1.177,-161.743,-178.345,21.545
-0.430,0.374,-1.114,-183.044,-167.236,37.964
-0.303,0.395,-1.029,-170.044,-159.363,47.180
-0.271,0.379,-0.989,-153.015,-150.879,56.091
-0.220,0.352,-0.956,-141.785,-134.949,71.777
-0.192,0.369,-0.961,-148.010,-128.235,77.942
-0.151,0.406,-0.977,-160.889,-116.272,86.243
-0.096,0.465,-1.005,-163.086,-111.389,88.318
-0.078,0.487,-1.027,-164.429,-105.835,87.891
-0.029,0.494,-1.068,-165.222,-105.652,85.815
-0.007,0.484,-1.066,-179.321,-108.093,80.139
0.082,0.465,-1.033,-190.063,-109.192,77.332
0.129,0.447,-0.990,-205.444,-107.483,73.120
0.250,0.397,-0.942,-210.693,-104.248,71.716
0.306,0.364,-0.924,-221.313,-93.384,70.984
0.372,0.311,-0.918,-226.929,-87.402,71.472
0.370,0.282,-0.900,-231.995,-82.397,72.327
0.407,0.235,-0.868,-241.577,-75.500,73.792
0.458,0.222,-0.868,-243.103,-72.205,74.219
0.504,0.206,-0.854,-246.399,-63.171,74.890
0.556,0.166,-0.831,-251.038,-58.105,75.439
0.597,0.160,-0.842,-251.892,-48.462,77.332
0.682,0.139,-0.860,-247.375,-43.762,78.491
0.707,0.125,-0.876,-240.112,-36.255,79.712
0.716,0.091,-0.892,-242.798,-33.813,79.102
0.744,0.092,-0.899,-253.784,-29.480,74.829
0.813,0.098,-0.890,-254.333,-26.306,71.533
0.834,0.105,-0.901,-255.371,-17.700,64.636
0.797,0.081,-0.926,-261.353,-13.672,61.157
0.780,0.069,-0.949,-268.616,-10.437,57.434
0.788,0.070,-0.957,-284.180,-6.104,49.866
0.894,0.137,-0.910,-290.161,-3.418,46.936
0.959,0.165,-0.867,-289.368,5.127,43.030
0.996,0.221,-0.737,-294.678,10.986,41.687
0.975,0.321,-0.673,-335.754,24.109,40.649
0.896,0.631,-0.550,-346.558,29.968,41.199
0.824,0.739,-0.480,-335.205,36.316,42.969
0.690,0.966,-0.282,-327.393,35.156,43.335
0.659,1.070,-0.149,-305.298,24.841,43.579
0.703,1.194,0.095,-282.898,18.188,43.945
0.752,1.204,0.205,-255.127,12.390,44.189
0.783,1.179,0.312,-206.787,4.883,42.908
0.792,1.112,0.474,-186.096,2.014,40.955
0.791,1.060,0.529,-146.179,-3.418,34.729
0.824,0.918,0.593,-129.883,-5.615,30.884
0.831,0.826,0.635,-107.361,-9.094,22.766
0.825,0.676,0.681,-100.098,-11.169,18.616
0.823,0.620,0.712,-71.167,-15.930,10.925
0.859,0.463,0.731,-45.471,-17.090,7.446
0.887,0.359,0.731,-21.423,-17.029,4.272
0.945,0.134,0.675,6.165,-12.634,-2.686
0.969,0.041,0.669,6.348,-10.254,-10.193
0.994,-0.012,0.682,-22.888,-6.775,-11.841

